name1,image1,name2,image2,arcface,magface,adaface,arcface_gfpgan,magface_gfpgan,adaface_gfpgan,arcface_gpen,magface_gpen,adaface_gpen,arcface_sgpn,magface_sgpn,adaface_sgpn
Paul_Pierce,1,Paul_Pierce,2,0.4653729225782321,0.3847242135706828,0.398023608944805,0.441122110264267,0.3543632530077441,0.3058724865486692,0.4401451564993759,0.3274199942689821,0.3684941323183544,0.4153908256957289,0.2050046031493743,0.1779273831369029
Muammar_Gaddafi,2,Muammar_Gaddafi,1,0.2960520263482609,0.231318196965337,0.2322212746051379,0.2702517824079224,0.1550372282792643,0.1160521506205271,0.0792006627418857,0.0679806055954812,0.0875658912597419,0.2447586822195104,0.0468708563032898,0.0235937638394864
Dan_Wheldon,2,Dan_Wheldon,1,0.4245081256317436,0.4327550617057824,0.4178327354149718,0.4840922126343734,0.3397734020175539,0.3942985844057209,0.4211832050093648,0.2890180398231424,0.287507914495313,0.381959739700966,0.3800186366759334,0.3052448232341051
Natasha_McElhone,1,Natasha_McElhone,2,-0.291292249265034,-0.0537923864564729,-0.0061807192968689,0.2742949469221148,0.0281354202867471,0.0980178128982667,0.1292747048599259,0.098124202882272,0.0136598600279916,-0.2476720680345189,-0.0089386727265503,-0.0047764993261799
Mahathir_Mohamad,8,Mahathir_Mohamad,4,0.0459902402216088,0.045264843268065,0.1672745409817619,0.353690246480096,0.3613014751801323,0.4011837787964467,0.4015120690507996,0.3205535140516736,0.3021967749577522,0.0475829386276078,0.0583935896946009,0.1686359095959493
Naomi_Watts,13,Naomi_Watts,1,-0.3406012462935039,-0.1262703093782198,0.0551105504863169,0.4860610949058939,0.2946599675617127,0.4027458852095248,0.3794025907410325,0.117139534949018,0.1828590143470787,-0.2497598198590393,-0.1204912660907884,0.095533168148864
Farouk_al-Sharaa,1,Farouk_al-Sharaa,2,-0.0858520527098179,-0.012040519511413,-0.0175294994512697,0.0178329228097463,0.0159300986806038,0.1802292502308411,0.0428769154144892,-0.0364566905498465,0.0979372214601441,0.1813793526477075,0.0556872243330082,-0.0162928482062143
Maria_Soledad_Alvear_Valenzuela,4,Maria_Soledad_Alvear_Valenzuela,1,-0.1616488171094232,-0.0973126819393326,0.0357755047753181,0.2428609840119612,0.0891339294768578,0.164272382440746,0.0232598012081008,0.0819449508192424,0.0831672551092045,-0.1611700651082241,-0.0513693276332487,-0.0086360269132138
Penelope_Ann_Miller,2,Penelope_Ann_Miller,1,-0.0624417928681501,0.0375258997859336,0.172552783752629,0.5615928568036176,0.2476995585471439,0.4328421880806967,0.4520214931904209,0.0451379974249771,0.3648750046497563,-0.0893910312829076,-0.1499019388112019,-0.0859603929865414
Prince_Harry,2,Prince_Harry,1,0.3384079691866916,0.2043692562194962,0.1146532093138214,0.2798589310902319,0.0725677417286776,0.1320256800528086,0.2971312296243755,0.1056565016501939,0.2008660090352228,0.1462849028371095,0.0042072339713717,0.0529292421849067
Lindsay_Davenport,18,Lindsay_Davenport,4,0.4650455990323152,0.4525192365336504,0.5059487761916324,0.5097592084798825,0.2971330587585997,0.28900024152364,0.4396494400990207,0.367650158766153,0.1068870633954946,0.3989738419885182,0.3430888829802475,0.1905241879479403
Johnny_Unitas,1,Johnny_Unitas,2,0.6569553383937848,0.6165047034004209,0.6300872735162952,0.4109956907275075,0.2861750830448863,0.31043558498976,0.4132565896184301,0.1894526487513041,0.1902695894130978,0.3834665148254592,0.3574916816158339,0.3675682525604201
Vanessa_Williams,3,Vanessa_Williams,1,0.3024251863902584,0.0992710116171531,0.3345004243629177,0.4549786583253451,0.3292806703573012,0.3277852430798844,0.5832824150216384,0.2446613021179525,0.3564505293973903,0.2860664164282654,0.0859537900681677,0.3015687530969435
Lauren_Killian,2,Lauren_Killian,1,-0.1595925978113503,0.0769553468411471,0.0454302762486178,0.6287413336033246,0.4511938423225351,0.4361791953391044,0.5723415682393791,0.351585089208681,0.338627035904807,0.2182312996150505,0.1139975690887511,0.1147462811242086
Olesya_Bonabarenko,1,Olesya_Bonabarenko,2,0.765329695565719,0.582345757131579,0.5307087095364328,0.4940843363787546,0.1175050784846119,0.3230958701023633,0.3820426676923957,0.2710696904633227,0.2233046426264457,0.6702809206232684,0.4895384194208865,0.4081244462507574
Jean_Brumley,2,Jean_Brumley,1,-0.0203908816349726,0.0065799134211511,0.1293792095025492,0.3080670862706084,0.2185039843344005,0.2741337935387819,0.1673262791752598,0.0886148140181202,0.1294081194618238,0.0220021228019159,-0.00047093967261,0.1104183133684938
Jeffrey_Immelt,2,Jeffrey_Immelt,1,0.5513170211567218,0.6345273124961714,0.6704335954247597,0.4431819418790938,0.2747033972024934,0.2730749242405763,0.433836155855407,0.3481978861672455,0.3814119113211626,0.4936709790629328,0.4794478558047489,0.442762934599252
Hun_Sen,2,Hun_Sen,1,0.5189655342599852,0.4531957920621369,0.4708478361811229,0.1740182913374118,0.0214800126796828,0.1621074306134465,0.100492962899739,0.072191896451789,0.083348366247625,0.3769972519384155,0.1989353785566526,0.1195870119607636
Matt_Doherty,2,Matt_Doherty,1,0.1775518582769016,0.2500537872090926,0.1976829301362223,0.2769259034500339,0.1623217088873272,0.1199839514088866,0.1892953702900732,0.2212242122538686,0.164383542824494,0.0071257666926468,0.0910811470309234,0.0622412933912896
Michael_Jordan,1,Michael_Jordan,4,0.1715299625792672,0.1492070543252404,0.2934921727589989,0.2447837045288034,0.1189703379852754,0.154530669036003,0.1821514913093863,0.1587337047902012,0.1698989701769719,-0.190145133935238,-0.0552168102745369,-0.050423910469269
Steve_Lavin,6,Steve_Lavin,3,0.1140236618440687,0.0448047970025408,0.1720061127563931,0.3302481197287459,0.1346496900461812,0.1591500723293613,0.4974907708475264,0.1133411781692251,0.1317885130058915,0.1097457355088159,0.0650170852499805,0.1292896464426622
JK_Rowling,6,JK_Rowling,1,0.3511119685309485,0.1111987970145976,0.1801580917657262,0.2719054703654135,-0.0269655745427503,0.0214362002231186,0.2200365956092094,-0.0323190620188683,0.0634835466693519,0.3479048106423705,0.0302779651581905,0.0737107296497781
Joseph_Ralston,1,Joseph_Ralston,2,0.3857648044289612,0.4460934032988879,0.5106733254539026,0.562555939740648,0.3011248026957763,0.5214042671441614,0.4507861373022775,0.2863252213228751,0.5408500995947868,0.2723603098155174,0.2149946157842901,0.159150193765285
Ricky_Barnes,2,Ricky_Barnes,1,-0.0843390722294925,0.0307834440659146,-0.0604115355307437,0.1854246251019815,-0.0035589474314355,0.0741419585843498,0.0306902459823967,-0.0039259838729361,-0.103251841481366,0.1225771682324527,0.0612973444062762,0.1284526960614738
Faye_Dunaway,2,Faye_Dunaway,3,-0.1188991253777692,0.0258217425046277,0.0681923467516306,0.5874614036060656,0.4231812879747091,0.4955111953917325,0.6355135065441949,0.2361684265914103,0.3680303338209195,-0.0916684338161448,0.0246869475440752,0.0256779802645859
Derek_Jeter,4,Derek_Jeter,2,-0.2027245279252072,0.0252359189604778,0.0533946350366403,0.2799524764923304,0.1040370664822406,0.338060295146996,0.1938685129813459,0.1472149672157184,0.1635775258142106,-0.1173709923336912,0.0643871983570493,0.0111190096048044
Joschka_Fischer,12,Joschka_Fischer,4,0.5996111014428043,0.6275836988755996,0.5270091242289295,0.4061844882820368,0.3055340535370944,0.4095297860117892,0.475841519621807,0.4061930911604188,0.3531380622577002,0.3062610644753628,0.296428685559742,0.2303200913063729
Aaron_Sorkin,1,Aaron_Sorkin,2,0.4967389109454476,0.4511980936809509,0.4699247004076665,0.2609033970059305,0.1105239995126959,0.2696690433320292,0.228868813889178,0.0159563903270015,0.0624026719314833,0.3507446489501817,0.2356593759955566,0.239066612981747
Billy_Crystal,6,Billy_Crystal,2,0.3706346582368362,0.3629118995203986,0.4051003538712697,0.4554987318562539,0.3573474179356406,0.2809375932613365,0.252758417858088,0.3127513889134829,0.3254710716484202,0.4146326830713725,0.3376485351406978,0.2817132400723216
Juergen_Peters,2,Juergen_Peters,1,-0.0756817185487656,0.0895927900028877,0.1120777555540864,0.2664607159790265,0.3425824767559384,0.5704959113135082,0.3984447507544218,0.2027631440603456,0.5102372603961705,-0.045918296860074,0.0480515436654549,0.0887138600558236
Jesse_Harris,3,Jesse_Harris,2,0.2642861760340284,0.1824839612933077,0.4494449607550632,0.5896629252883672,0.5216775662233689,0.5178383031940943,0.520016159450288,0.4013270942614504,0.4870721820862074,0.2021796820435125,0.1280443957632089,0.0715611193139268
Leonardo_DiCaprio,8,Leonardo_DiCaprio,5,0.2846511329294648,0.1959005116348034,0.3292191066381744,0.7273672019947816,0.5321082796216071,0.4834160174725517,-0.0262581892946673,0.0396831680456759,0.2054539071233992,0.135727344850149,-0.0203201643806129,0.0298993910085755
John_Snow,1,John_Snow,7,0.3954446444280223,0.5348160209792467,0.5483312753516963,0.6685628813981649,0.536319963157438,0.4912218201522597,0.5928769965529461,0.5110823090949316,0.4786275536689064,0.336512282573119,0.2889996797779365,0.1649891547376204
Eric_Hinske,2,Eric_Hinske,1,0.1863568448454808,0.1300837940483477,0.0799417108628049,0.2363295943998508,0.2074685712520709,0.0238804468807072,0.1626494562170933,0.218653357643801,0.0775346483002554,0.0804327587706425,0.0717677531337875,0.0633818250828269
Mark_Cuban,2,Mark_Cuban,1,0.1304542723123317,0.2710833141478853,0.4045334301230963,0.3600551356828019,0.3409076935224511,0.3242934460555569,0.4290005191990685,0.2797888364063963,0.2213160109335154,0.2999295626108941,0.2484653464536344,0.1525856181790274
Martina_Hingis,3,Martina_Hingis,2,-0.0723562494396401,0.0431124715756164,0.1630276894769472,0.3791353760531533,0.2560409411757998,0.2096309298439374,0.6204463863316776,0.1132792538805537,0.2434238927657752,-0.0104789531356212,0.0798183909682113,0.1492716165705182
Fidel_Castro,15,Fidel_Castro,6,0.1047800281298994,0.1112720213077583,0.0129342180944909,0.1888237086747863,0.2245945611227134,0.2530021621221319,0.1699207474801454,0.3062214800254111,0.1262655651543521,0.1830108024887525,0.1025155349444893,0.0536525860579841
Noelle_Bush,1,Noelle_Bush,4,0.5782775618630179,0.3976033954065395,0.4247042166308605,0.1540113433797721,0.0333223735686309,0.0432772442860951,0.1730699398739976,-0.0041057093314802,0.016164227259915,0.6242082992347933,0.3544636632997591,0.3513311459406714
LeBron_James,3,LeBron_James,2,0.1199709913837697,0.0180745400919874,0.0464932263172879,0.5932261410298869,0.4525368571340874,0.3950240092162562,0.5000059577730566,0.306108025660617,0.1654358772591989,0.2025854813161545,0.0603456355190186,0.0211011956072268
Mitoji_Yabunaka,1,Mitoji_Yabunaka,2,0.047283472784298,0.256789238111541,0.2890250961590374,0.1964054119745791,0.2123439343565953,0.2144625615427144,0.2249728355772225,0.1511492719576477,0.0879055532994742,0.0221267744959023,0.2253847853576056,0.3032373589455501
George_Ryan,2,George_Ryan,3,0.4396247998405683,0.4433794446410903,0.5095995747246377,0.5015759046484765,0.2662050178987202,0.2436867286958225,0.0249171798176418,-0.0224490336323147,0.0811155047802142,0.3915743222822133,0.203479966313803,0.2125968306407581
Abdullatif_Sener,1,Abdullatif_Sener,2,0.0019780996399327,0.1742636146163191,0.1504966711384894,0.2900803182352526,0.1719752052408854,0.2819041481208164,0.3013924172370474,0.1940932071999119,0.1968363981805523,0.097835157056332,0.1916709972591853,0.1486644387305639
Dennis_Hastert,2,Dennis_Hastert,4,-0.1467927790991871,0.1341709158871153,0.2517286594908197,0.42460117736903,0.3093924543193776,0.3135294570424446,0.3736073511053689,0.2950792187168187,0.2861755033527243,0.1969525770997882,0.2044634216733172,0.1300932114836383
Martin_McCauley,2,Martin_McCauley,1,0.5040364137715454,0.5194880556664464,0.4870525674334296,0.3802347270599291,0.1555085790804191,0.2845306877535805,0.2218457469617713,0.1178681319940124,0.2339006746755061,0.4635822737832952,0.4120880698211457,0.3644592546635111
Eduard_Shevardnadze,2,Eduard_Shevardnadze,3,0.5521955503260876,0.606506405839424,0.5601400211666818,0.4858788025901407,0.395770802988704,0.4544340327216477,0.5209438922464236,0.2052000266138515,0.4407892422764517,0.4326304966704302,0.3577381466216638,0.32622484592302
Jamie_Villafane,2,Jamie_Villafane,1,0.2572023161971301,0.3048726681444277,0.3407402964344311,0.4030730806750845,0.1850034769344439,0.2012466487924389,0.3890632789837686,0.206780037091588,0.1427736973766169,0.1895407606733535,0.0367188535503256,0.1177526647371262
Valentino_Rossi,4,Valentino_Rossi,6,0.3034441685483354,0.2884986617624543,0.3823188261592586,0.4931588950907217,0.4834190976166089,0.419824607825358,0.3072527523981369,0.3888746787437745,0.3437342771548481,0.2671200511440401,0.2068289002206549,0.1954118925149159
James_Schultz,1,James_Schultz,2,0.7440628442967021,0.7057531524159609,0.6589268468380056,0.3323334451456914,0.2567167843390561,0.2445158645932799,0.4455211719825828,0.2370712606135526,0.2515090508488661,0.7058913342626947,0.5740578568187455,0.4828331732223969
David_Kelley,2,David_Kelley,1,0.2299675665865444,0.354751263196478,0.173927204131065,0.6507440672076505,0.6183262960400746,0.599138612488933,0.5627592437107737,0.4096731282854901,0.4395801918498759,0.0833743475660712,0.126317797501889,0.0559842407064793
Debra_Brown,1,Debra_Brown,2,-0.1885561042616272,-0.1413953208360208,0.0297466806171363,0.5433775682021424,0.1317429533715094,0.2325414925340972,0.3327756357367609,0.2081818781057912,0.2378774163057786,-0.1185552774767744,-0.1131244956629135,-0.0229078635341693
Hugh_Grant,4,Hugh_Grant,3,0.5031670411866193,0.5508057745872165,0.5790175807456956,0.2544272185830669,0.1452384687691406,0.1366049673765604,0.1653280222800238,-0.0028551686684587,-0.0170002346872859,0.3401178993557671,0.223204270011761,0.1803484421449026
Vince_Carter,1,Vince_Carter,2,0.2412542654002431,0.1288822030707814,0.1525109125818235,0.4537649084590632,0.242113268382595,0.2844309019646792,0.0905008032876205,0.0516387683768379,0.0934633231127758,0.2724252642793569,0.1130653552993835,-0.0154549695180699
Yoko_Ono,2,Yoko_Ono,3,0.5082683959852514,0.4335400992367268,0.4785805666335655,0.5565648521342719,0.4165065583526499,0.3882193048209064,0.5843107912019998,0.3993304274004569,0.410880435819375,0.3781938045991413,0.1288716592055751,0.1365541914907445
Rod_Stewart,2,Rod_Stewart,3,0.0175901740146565,0.0426207722744691,0.0779856295808907,0.596671892784592,0.521303814829495,0.5102051757545119,0.5769542838496775,0.5022093171680488,0.4596344313286376,0.0860651502565643,0.0898632383057516,0.1327013515798842
Bruce_Van_De_Velde,1,Bruce_Van_De_Velde,2,0.1559155468473097,0.1061133049715381,0.24467602858165,0.5800819384819448,0.3803965844119483,0.5349054537789845,0.6760103223430162,0.4476260929360937,0.5118120892875565,0.0259758940533605,0.0318139905724333,-0.0397098795239127
Antonio_Banderas,1,Antonio_Banderas,2,0.3639900748949625,0.341228036543799,0.2908848343250364,0.5338830821333345,0.4349036570429597,0.3884860193277885,0.4785708442591325,0.3587038228225989,0.3638587254756867,0.2797620642699958,0.2685949518741545,0.2302431242450322
Scott_Ritter,1,Scott_Ritter,2,0.7632590545368952,0.6881645318173644,0.6449484162411497,0.5197497896524387,0.4625497839417718,0.4901100852187592,0.4646325488709865,0.3337196763637212,0.2487195481687843,0.6672619566020553,0.5466344326251629,0.5194071871924278
Nora_Bendijo,1,Nora_Bendijo,2,-0.0449915322469875,0.0530537210808331,-0.0384899934606675,0.4191212390456639,0.1198453266627505,0.0653901668001635,0.3747115826479638,0.2835564465023147,0.2160527268942797,0.0371601650855336,0.0926092392271854,0.0441488217765887
Rupert_Grint,2,Rupert_Grint,3,0.514589386907175,0.484394849396879,0.5368648953680439,0.698428410047541,0.5391840104805559,0.6091434136057807,0.6095562473922997,0.4746827055250751,0.4847575971370703,0.6117139849046318,0.4724550741596853,0.3233806695022879
Anne_McLellan,3,Anne_McLellan,2,0.4186893935542216,0.4718426872660551,0.4377633935547925,0.7500002789123201,0.671018635435262,0.7064523580839784,0.7070655026622943,0.4949233288195374,0.6128716746263907,0.4321672839102981,0.2728970662528449,0.1891104084392175
Pervez_Musharraf,13,Pervez_Musharraf,8,-0.1442460366214781,-0.0088730810727641,0.0621850755614491,0.3252414613396221,0.1902486461208036,0.2119742439133504,0.2350316726859203,0.2860459980831484,0.2112888093519331,-0.1301434410328211,-0.0255119610641264,-0.0248682357132425
Anastasia_Myskina,1,Anastasia_Myskina,3,0.4321032651057239,0.3022025102696202,0.3289260573732376,0.2402651091990901,0.22148097709276,0.2767242903554953,0.222096906219365,0.1603112296290151,0.1465231799427495,0.2417507149194701,0.1735531032490484,0.1760942601080326
Marie-Reine_Le_Gougne,1,Marie-Reine_Le_Gougne,2,0.3380686353867196,0.1847206918343538,0.2799952695072153,0.4496569369460713,0.2412601143326735,0.2831062815092195,0.46822948319971,0.3808730671678443,0.2174673862570865,0.2629311281747891,0.0543683633626256,0.0398655993416998
John_Allen_Muhammad,5,John_Allen_Muhammad,2,-0.0702635236005835,0.1499420564966383,0.0959826695810859,0.6247334583185621,0.2262317200496448,0.2979994557550144,0.5113828442762022,0.182677882269347,0.2574007314624162,-0.018721304666389,0.1742508196430269,0.1326513338942249
Drew_Barrymore,1,Drew_Barrymore,2,0.3814148892998513,0.1935783685657345,0.2288823496737952,0.1864180392365565,0.0948706190820468,0.1982159984495687,0.2036695807393425,0.1408150572484043,0.3004525254351282,0.3721028541512327,0.2113898490140337,0.2814463378608294
Magui_Serna,2,Magui_Serna,1,-0.2603477958637688,0.1294532659524038,0.1189586910672377,0.4483751425237649,0.3434182060528596,0.3067154825791581,0.3908621776620526,0.3482447846174781,0.2017517886599979,0.0376692928253468,0.0565414461272211,0.016406718661537
Ricardo_Lagos,24,Ricardo_Lagos,3,0.7800050897318254,0.7491381456465112,0.6954423494169402,0.5858854598260764,0.3374010625539818,0.3953916951746166,0.5293368832700541,0.383999519503518,0.3286177052728955,0.7088274933781986,0.7011889173468447,0.631761388699667
Gunter_Pleuger,1,Gunter_Pleuger,3,0.3953819328038677,0.4149371941698527,0.470255101058096,0.3506506972429348,0.111902808400971,0.2390759797242663,0.5521651734355727,0.3430594840252329,0.3719690372187209,0.3392252118384556,0.3560766899703489,0.318962321771513
Leland_Chapman,1,Leland_Chapman,2,-0.1259704309892419,0.162156548008853,0.2508078435944201,0.1051576544251753,0.1503732960552672,0.0699359970625263,0.0516402541708628,0.1068284760255887,0.0199697398050387,-0.0294036868341832,0.1691185227350442,0.222404753133927
Vanessa_Williams,3,Vanessa_Williams,2,0.0552236852874125,0.0609669144001142,0.0854713748343109,0.3290273737866405,0.2686821794038282,0.2478351665559276,0.4002430833419315,0.1926548432505439,0.2113572683819111,0.1387644128790312,0.1985610347696246,0.0510295868810922
Thomas_Bjorn,2,Thomas_Bjorn,1,0.5998985546406761,0.6271959576623,0.5139582559571151,0.5492984167747088,0.4144650137713779,0.463632597732252,0.4189420844493719,0.3141224646132119,0.3809950458866732,0.5621180235094076,0.4192951130809329,0.3320387447625024
Barbara_Brezigar,1,Barbara_Brezigar,2,0.4692549138809603,0.3711772888105925,0.2858113836340809,0.2892994373459289,0.0726461327247912,0.0685068974903036,0.3257182177352323,0.1335477140428186,0.1739877583364751,0.4738515755431485,0.1822978587570503,0.157338370917221
Michelle_Collins,2,Michelle_Collins,1,-0.1509791023482042,0.1540255113090727,0.1568623918951433,0.1453532690868033,0.0685355371699166,0.1237160251134441,0.5738857538189334,0.5438733310110913,0.5069067929341818,-0.1570407483940637,0.1389658177826707,0.0420384566613998
Jorge_Batlle,2,Jorge_Batlle,1,-0.0260948661818667,-0.0571165119921781,0.0559415800133076,0.4855919847172059,0.3018250262258732,0.373687850580673,0.5941067906614822,0.4430796328770967,0.3910114437810108,0.005738249596813,-0.0395324665656931,0.0722466542258178
Luiz_Inacio_Lula_da_Silva,42,Luiz_Inacio_Lula_da_Silva,37,0.1108953821230443,0.1877417453155185,0.1682665020096642,0.3019192241690833,0.0306014402911166,0.0821898586911596,0.4420566439348151,0.2305434440250547,0.2386547780856009,0.2362454751044223,0.1902798711187814,0.0730184751002764
Ricky_Martin,2,Ricky_Martin,1,0.5886930591600655,0.6584025990772953,0.5722668450038843,0.0406992054512877,-0.0171476250054712,0.0235187420688216,-0.0218805925458455,-0.0530447618361781,-0.0103063746525802,0.5825481540828338,0.4615200125214551,0.4588171854174901
Mike_Tyson,2,Mike_Tyson,1,0.1028846843994097,-0.029650424102325,0.0732864672731803,0.4816961541758388,0.2736720521424033,0.2332573956431477,0.4297020675357473,0.2432813825582783,0.2136341528054495,0.0809056615319693,-0.0168446320966868,0.0863364085825285
John_Malkovich,1,John_Malkovich,3,0.2923906520204627,0.3372277311145009,0.3097869496707593,0.4531102374547751,0.3337360061602721,0.2897664369438119,0.3483497250831145,0.181653379413143,0.1938192069906542,0.4070721870885835,0.2909826114220503,0.1934769468453703
Corinne_Coman,1,Corinne_Coman,2,0.1698316195783186,0.1274944555306817,0.1109727302206727,0.5047865172079492,0.3115623992114589,0.3691305211638308,0.5309419874329062,0.4684341771773319,0.292543680087894,0.1739474193207118,0.1651304683113582,0.0533752169502149
Biljana_Plavsic,2,Biljana_Plavsic,1,0.318468156501825,0.3722049603909148,0.451573284032097,0.3971671989654927,0.2046425549928878,0.275193695684449,0.62956955307819,0.2332833045364089,0.342626595797209,0.3326406582060024,0.2094102087564718,0.1323899117837932
Michael_Chiklis,3,Michael_Chiklis,5,0.0948406594623477,0.0251923671053156,0.0705303860777456,0.4173890259967715,0.1755801461959052,0.2828940120581857,0.6511750628401337,0.2258714566570295,0.2372940989273876,-0.0715502113825515,0.0418765315325382,-0.0431695996562012
Bob_Geldof,2,Bob_Geldof,1,-0.1532211513231787,0.2510256609293538,0.2143370114235026,0.2465867906973986,0.2330736425992337,0.2928692635856996,0.0713682223290523,0.1044921858600002,0.1574597899302998,0.1998280819252156,0.0286699478926076,0.0668657222072499
Jesse_James_Leija,2,Jesse_James_Leija,1,-0.0464872976199546,-0.0284735884043937,0.1327579633641945,0.445056725808994,0.1640719146621623,0.299263122031824,0.2551339525740058,0.0632690765725303,0.1066870367185804,-0.0010576839893397,0.0218188739135195,-0.080038258111337
James_Cameron,3,James_Cameron,2,-0.0688552757714213,-0.0662346553660202,-0.0194476506525486,0.3696983400689474,0.1510577873170164,0.3133785066943779,0.3674878836019084,0.1850415902569283,0.1853163384902721,0.0262314157291077,-0.0292211211333892,-0.0568400949428425
Martha_Burk,3,Martha_Burk,1,0.6729630741120483,0.6011843280221993,0.5584352382691411,0.3854229796191835,0.2340392311201171,0.1828685805472695,0.3281980759400107,0.209937134323039,0.1254348339017926,0.5987668469415678,0.4002639740366128,0.3820590152549534
Juan_Ignacio_Chela,1,Juan_Ignacio_Chela,3,0.0626085361102413,-0.0265069372638741,0.0776901664575701,0.4382976658700092,0.2802199001133933,0.3229550801737731,0.4654872588266792,0.2642092476490509,0.3038708784277824,0.0614159251523111,-0.0259776674677225,0.1037835054311813
Antonio_Trillanes,2,Antonio_Trillanes,3,0.4499492705356315,0.41421653934418,0.3604961729924015,0.5822086964873514,0.4265829261359879,0.4210702103179379,0.3845630052376299,0.3256430551523199,0.215932982467043,0.3412459851774405,0.2579189031211186,0.1846065233063361
Brian_Cowen,2,Brian_Cowen,1,0.0844959613961993,0.152443562029886,0.1291475352346484,0.603336445709094,0.5865401590791323,0.6871582541915064,0.6840370987361327,0.6221576081793485,0.5934056555264591,0.1046815986012409,0.1461007093989566,0.1363840673689823
Jon_Gruden,5,Jon_Gruden,1,0.0405122945919122,0.0988022940859556,0.1895140125684201,0.1938068672606453,0.0533053920528032,0.0532895783307518,0.1059689148709096,0.1522817034447292,0.1085987023276992,0.0213589690611549,0.0214726971260548,0.0080442383560897
Jay_Leno,2,Jay_Leno,1,0.2395667309932614,0.3603019791749841,0.2310688583155094,0.5019241174779827,0.3189891570279386,0.3272789908010503,-0.1787314127649287,0.1155138157106238,0.1594760409446551,0.2155764402163671,0.1611498769080354,0.0549854539379414
Barbara_Walters,3,Barbara_Walters,2,0.6077019305978473,0.5262346168981696,0.4599789427669847,0.2469884481178125,0.2820932433294568,0.2152451404984437,0.1544326831318726,0.1470298632337672,0.1121684369532858,0.4646338328667773,0.3837060974068536,0.2937802614303804
Samuel_Waksal,4,Samuel_Waksal,2,0.0304125466508919,0.1407216770329871,0.1318942978210125,0.3864575348735304,0.2410212345614988,0.2946898137331394,0.215262094931996,0.2661632758899058,0.0996670450427096,0.104048046538943,0.0163390488270405,-0.1078125692342543
Jimmy_Kimmel,1,Jimmy_Kimmel,2,0.3068493622090767,0.3479357241911182,0.3578101184665642,0.4378035541382004,0.366927074307338,0.4528686132205985,0.236859141406331,0.2682063098741216,0.3285768109744232,0.1743645151449374,0.2422537392657341,0.1342214488842307
Arantxa_Sanchez-Vicario,1,Arantxa_Sanchez-Vicario,2,0.2827163035660469,0.1604224347651091,0.1803891254451623,0.5503978158990456,0.4044906180180432,0.3693157438169525,0.4345890289564924,0.3162884037360919,0.2581097040273656,-0.0308487267929785,-0.0570163482426521,-0.0138865946846048
