name1,image1,name2,image2,ff_all_arcface,ff_all_magface,ff_all_adaface,ff_gpen_sgpn_magface,ff_gpen_sgpn_adaface,ff_gpen_sgpn_arcface,ff_gpen_gfpgan_magface,ff_gpen_gfpgan_adaface,ff_gpen_gfpgan_arcface,ff_sgpn_gfpgan_magface,ff_sgpn_gfpgan_adaface,ff_sgpn_gfpgan_arcface
Johnny_Unitas,1,Johnny_Unitas,2,0.4001267155130288,0.2811061851054136,0.2905865197201018,0.2789847709352693,0.2816280342659996,0.3949107510611255,0.2361221093163958,0.248649673107871,0.4100430699314583,0.3252342439619696,0.3404987049027401,0.3969112573924831
Vanessa_Williams,3,Vanessa_Williams,1,0.4411157118015731,0.2155207603490912,0.3273932011415881,0.1627661550467184,0.3275114466582288,0.4341011902379871,0.2864605365495081,0.3412085497822609,0.5170957366490452,0.2020806970944274,0.314331213533054,0.3724845547180977
Lauren_Killian,2,Lauren_Killian,1,0.46456627404598,0.302805455225887,0.2871894453466883,0.2376682995532295,0.2211223326154367,0.3814855136464822,0.397017323680951,0.3857097484657326,0.6018814835863886,0.2764966469790221,0.2620116235616574,0.4173092316939946
Olesya_Bonabarenko,1,Olesya_Bonabarenko,2,0.5174414675277793,0.3397527423808622,0.3246252112404836,0.4069987827985907,0.325273630972984,0.5304924319199165,0.1980734489145337,0.2712159839969087,0.4393329992801918,0.3685521118365809,0.3716452307480775,0.5810092581556862
Jean_Brumley,2,Jean_Brumley,1,0.1642904443171353,0.1074209277924297,0.1684361638629972,0.0537724123191554,0.1199500840929769,0.0924368817471241,0.1448824438944675,0.1984594596229774,0.2388861220430995,0.1231105681032252,0.1889500703676854,0.1629027181768797
Jeffrey_Immelt,2,Jeffrey_Immelt,1,0.4524583201706475,0.3803572864698452,0.3655364590813477,0.4153028536142219,0.4136422270907505,0.459375580004808,0.3179349655890719,0.3243948729977481,0.4367870481212778,0.399759778566805,0.3586393924495862,0.4643448328695214
Hun_Sen,2,Hun_Sen,1,0.2320850717713313,0.1140478350096579,0.1195297316574477,0.1476487361255405,0.1027945422948067,0.2616797423857934,0.0482040259154708,0.1194958778859367,0.1409421740557571,0.131676263527381,0.137565818268742,0.2822918583232343
Matt_Doherty,2,Matt_Doherty,1,0.160115128558085,0.1531505972182714,0.1146240704879335,0.1500831811330813,0.1120794066507435,0.1031317032763129,0.1929728824434042,0.1416684503484125,0.2314134063800756,0.1211697373339679,0.0908964332266803,0.1441168644655578
Michael_Jordan,1,Michael_Jordan,4,0.0696217596822508,0.0642664179787223,0.08453270222223,0.0412731633326667,0.0537944837316605,-0.0056614414395175,0.1393606028967188,0.1624849958331323,0.211132925526818,0.0206173658344326,0.042844723528502,0.0100869254340636
Steve_Lavin,6,Steve_Lavin,3,0.3154219861128999,0.0925520620601955,0.1377511680681248,0.0811694963836568,0.1297508266003559,0.3086610299974618,0.1226500957750617,0.1438812286629242,0.4114333469035466,0.0856104136534689,0.1412101342384205,0.2248784928020732
JK_Rowling,6,JK_Rowling,1,0.2793547376522817,-0.0088725327716328,0.0550252568206989,-0.0016156389602062,0.068635160920347,0.2829494495847932,-0.029953021683262,0.0445508584445001,0.2443555098166117,0.0044432539118456,0.050454194841307,0.3111986174670187
Joseph_Ralston,1,Joseph_Ralston,2,0.4278710237563582,0.2482090185043866,0.3993370114219186,0.2356134326587421,0.3475878445531673,0.3636379956724325,0.2924495896742573,0.5301168832899936,0.5018167906058245,0.2369479423133841,0.3256460106591266,0.4181649397569545
Ricky_Barnes,2,Ricky_Barnes,1,0.1118408854238607,0.020630312110671,0.0279579554491683,0.0303497788216814,0.0087959456573714,0.0792013322811068,-0.0037513532978085,-0.0242024542886236,0.1057386937652413,0.0331672638859814,0.1033687394217157,0.1512423060247172
Faye_Dunaway,2,Faye_Dunaway,3,0.3535902373371087,0.2121320013397453,0.2829834943467649,0.1297791220534579,0.1939689939015859,0.2512585748910723,0.3191594063935848,0.426682825420849,0.611823200655581,0.2011567930605668,0.2383851966740999,0.2165757440151955
Derek_Jeter,4,Derek_Jeter,2,0.1209682652257553,0.1001005741772668,0.1717192260488156,0.1013610817900266,0.091681408838988,0.0361105246167542,0.1280354201228237,0.2467807519050398,0.2387162613254821,0.0764140834290792,0.1763037754443253,0.0867600508283118
Joschka_Fischer,12,Joschka_Fischer,4,0.3894663630130665,0.3308418572978073,0.3268208019051646,0.3380399773591035,0.2884719804945779,0.3819479344876697,0.364401528806812,0.3799369236366237,0.4389112024951142,0.2983920350322782,0.3151804756537014,0.3525722155038415
Aaron_Sorkin,1,Aaron_Sorkin,2,0.2826525998000427,0.1342296700614949,0.1856909821262879,0.1423325118225776,0.1529804506239462,0.2914265283233591,0.0584169456461876,0.1545898578757508,0.2433864887953318,0.1884914217060433,0.2521950299568619,0.3111982669938374
Billy_Crystal,6,Billy_Crystal,2,0.3754661760238306,0.3326618372339105,0.296378299340348,0.3240430398024413,0.3027100824290914,0.3362053224409924,0.3310655606082544,0.3052670885509513,0.3547813728697045,0.3452562210577451,0.2810827693299771,0.4345526078506071
Juergen_Peters,2,Juergen_Peters,1,0.1857342395284976,0.1793670577841679,0.3928959153756949,0.1144598811837234,0.3061253057722881,0.1449470280381849,0.2700484360467843,0.5394527953124137,0.324832498461917,0.1692341787111017,0.3310435488977547,0.1020700301342673
Jesse_Harris,3,Jesse_Harris,2,0.4258528513326943,0.3274577484453931,0.3697822757065672,0.2653661091952132,0.2940403500639068,0.3428281701218586,0.4454919350530208,0.5019409447727675,0.5571236573761872,0.2843679774840202,0.3056520950334304,0.3875578876571073
Leonardo_DiCaprio,8,Leonardo_DiCaprio,5,0.3241787826836118,0.2085040559967799,0.2355608094490422,0.0044029043169898,0.1152704784937741,0.0922819047022916,0.3355916599119286,0.3441972996467745,0.4860258864636074,0.2648615102317869,0.250301968437523,0.3991854686130303
John_Snow,1,John_Snow,7,0.52939145302003,0.4399032313258093,0.3839842651241641,0.4000692158810319,0.3309193305851801,0.474253213828679,0.5216498325955078,0.4847057264710643,0.6243141538059376,0.4018346788816445,0.3322087824348771,0.4904226100074367
Eric_Hinske,2,Eric_Hinske,1,0.1583461211277695,0.1587188382073661,0.0559985399439806,0.1393710212548024,0.0703975560503827,0.1216027152144293,0.2133785192193327,0.0523454853529106,0.1980088331867673,0.1293875314413704,0.0444722454650523,0.1566935481562318
Mark_Cuban,2,Mark_Cuban,1,0.3594214437250034,0.2821941456082991,0.2257824018498304,0.2619275908688441,0.1861805646669438,0.3593793400818304,0.3070089429487398,0.2677491042665046,0.3945505778699183,0.2833237047630638,0.2281556768453035,0.3272159876436935
Martina_Hingis,3,Martina_Hingis,2,0.3625197981403443,0.1488653296505636,0.2007057453418534,0.0966060349975575,0.197071687668828,0.356230814461303,0.1826476566868649,0.2267077889550262,0.5058914852720138,0.1682292233039776,0.1782780701691857,0.2070569164657632
Fidel_Castro,15,Fidel_Castro,6,0.1780391972944041,0.2066561820936234,0.1420444370973685,0.2007018140858005,0.0918173000765863,0.1754936312096852,0.2724252424373918,0.1848238420132973,0.1777634821232229,0.150609573644837,0.151184963731687,0.1826835434507282
Noelle_Bush,1,Noelle_Bush,4,0.3335094378952357,0.1663487116569608,0.1481725930862143,0.2198872990890596,0.194418685232244,0.4207260638581027,0.015390251841082,0.029320667937142,0.1629336288675811,0.2285860690969204,0.2116001473130611,0.4037438657603629
LeBron_James,3,LeBron_James,2,0.4099464322632941,0.2605115645927031,0.187712424897757,0.1821567201642515,0.0960331292553941,0.3388210289396161,0.3739827720387173,0.2710866734454032,0.5428750453133023,0.2392712891465063,0.2002103689651377,0.366102931099026
Mitoji_Yabunaka,1,Mitoji_Yabunaka,2,0.1488917226619083,0.1928363963238714,0.2050199777688146,0.1841855768154029,0.2011283798806984,0.1280876152820778,0.179107765593135,0.148843241932595,0.2117224164963305,0.2178324330107957,0.2622083198157428,0.1056936858120306
George_Ryan,2,George_Ryan,3,0.3563034228996554,0.1632991606216817,0.1819908143104976,0.1223462816504548,0.1500773088668172,0.2766682786961304,0.1308459444822848,0.1660362655058558,0.3311337305202094,0.2277750876573035,0.2279018560962934,0.4411603940672522
Abdullatif_Sener,1,Abdullatif_Sener,2,0.2232176590931929,0.1834821582383701,0.2081055570337995,0.1891513103070356,0.1730061015851843,0.1950343455404793,0.1832767239371278,0.237979134152788,0.2960653608705357,0.1800074932043446,0.2140725630655626,0.1837252403973437
Dennis_Hastert,2,Dennis_Hastert,4,0.3318508909923093,0.2735239839444364,0.2411544020325133,0.2559694312754592,0.2023833996423672,0.2843998197422491,0.301674323969547,0.3007589317024536,0.3985763217934778,0.2604956281211705,0.2217762100255227,0.312294108579232
Martin_McCauley,2,Martin_McCauley,1,0.3609302664436973,0.2324417027699991,0.294639515758311,0.2653624127753883,0.2997447366934858,0.3519804922063105,0.1343298807059078,0.259440486679393,0.3069078076616085,0.2945210221967766,0.3244729630991008,0.4201542743565556
Eduard_Shevardnadze,2,Eduard_Shevardnadze,3,0.4761291449491741,0.3167403850658496,0.407299328708756,0.2906947801002697,0.3816531151009354,0.471563843506551,0.2991576673518676,0.4477386656224869,0.5007055522468553,0.3636172930710742,0.392255332139006,0.4586100986732881
Jamie_Villafane,2,Jamie_Villafane,1,0.3124240175566712,0.1465545674901796,0.149713681555838,0.1284495208097386,0.1295445709630542,0.2769776185463992,0.1965630648226877,0.168991745064677,0.3954471901059058,0.1121229644379615,0.1535923646740861,0.2776013034137268
Valentino_Rossi,4,Valentino_Rossi,6,0.3559848546485969,0.3471045956209504,0.3104730906483897,0.2948662054343532,0.2631407896086933,0.2843523234262616,0.4304637232940388,0.3807258394935507,0.4069135881759724,0.3250593533573132,0.2949412029505557,0.3769509244844317
James_Schultz,1,James_Schultz,2,0.5078175863279284,0.3678008440272028,0.3312221821699239,0.4176634421101884,0.3754916917297922,0.5870225242474232,0.2467551206871222,0.2471289931393347,0.3892336591174006,0.4290059866476416,0.3670278449907714,0.5364146215054428
David_Kelley,2,David_Kelley,1,0.4198902263963099,0.3633610914600243,0.3527055090518828,0.2704351584863892,0.2394632469848024,0.3203087323990776,0.4947200559151446,0.5166542249942201,0.6037605335527274,0.3372131726600074,0.3110752323681479,0.3445409801569447
Debra_Brown,1,Debra_Brown,2,0.2845649367072229,0.053250564802846,0.1517841821910483,0.0221578029262453,0.1137125052160628,0.1244955708138129,0.1693555118674255,0.2348487477244258,0.4459007782704847,-0.0068678592059808,0.1052891138783397,0.2636523488866015
Hugh_Grant,4,Hugh_Grant,3,0.2561230564118522,0.1332407356084565,0.0920927930165093,0.1293369171498808,0.0708999270415708,0.2579748336662418,0.065599250081873,0.0542411627795668,0.2111469625979763,0.1929477050561858,0.157310079006785,0.2970135492597995
Vince_Carter,1,Vince_Carter,2,0.3046361811780338,0.1289960321047177,0.1071187897170261,0.0931475920986507,0.0351391383383984,0.2181476769834114,0.1452200155096848,0.1822520660398746,0.3324418334408314,0.1543239681129654,0.1141711965941724,0.3546472340688154
Yoko_Ono,2,Yoko_Ono,3,0.503623977929181,0.3052072282009033,0.3116649467200201,0.2637992001206005,0.2760997287460756,0.4801681583206555,0.4058483961088772,0.3998202453176557,0.570761768086532,0.2522897285636937,0.2590888698533392,0.4619436478603366
Rod_Stewart,2,Rod_Stewart,3,0.410288158697307,0.3587594542290924,0.3644910717073152,0.2916376082709325,0.2917275616123537,0.3190014115124719,0.5109331616399968,0.4852272158587324,0.5847847105580117,0.2857921287166471,0.3189309170025947,0.3342343352719765
Bruce_Van_De_Velde,1,Bruce_Van_De_Velde,2,0.4098174266019827,0.2827040987538248,0.3193963347014716,0.242345366609776,0.2263794982312421,0.3415811762419715,0.4162660798174424,0.5217675716376674,0.6321710572074436,0.1917776291323594,0.2222134165743762,0.2689635078282638
Antonio_Banderas,1,Antonio_Banderas,2,0.4293631803517008,0.3466886373337854,0.3244046288789704,0.3119701227125336,0.2955902420007309,0.3791147149203399,0.3927546473391508,0.3754345494440708,0.505650566324458,0.3405519929045995,0.3045236146189286,0.4043347563420781
Scott_Ritter,1,Scott_Ritter,2,0.5537849721981553,0.4716553291048306,0.4140334504414945,0.4741801878064089,0.3789836868247945,0.5704863218550456,0.3882452968792754,0.3626631818077147,0.4912020755630782,0.5230753429534799,0.5045993407605914,0.5971249192813786
Nora_Bendijo,1,Nora_Bendijo,2,0.2963463791188108,0.170842014162355,0.1085581734509213,0.1996154231754124,0.1320691416810986,0.2184713237897296,0.2056212670867311,0.1389982450602546,0.3983978485425226,0.1039000871945356,0.0549249145663291,0.2609717105543706
Rupert_Grint,2,Rupert_Grint,3,0.6414351971460956,0.4942201069539984,0.464271888545045,0.4723462835160904,0.4038698698763458,0.6098281560973028,0.507314117630093,0.5412402383584026,0.6568295967136039,0.5040345666620232,0.4532748793034811,0.6564114923731208
Anne_McLellan,3,Anne_McLellan,2,0.6379892512021812,0.4647326893626381,0.5007718280095619,0.3767633082792391,0.4004681754067947,0.5791049854320723,0.5785832715910428,0.6586716319260685,0.72825804624417,0.4504316631429331,0.4446491537720548,0.601003581027656
Pervez_Musharraf,13,Pervez_Musharraf,8,0.1544827280403755,0.1653215035347545,0.1283919516384279,0.1557067294985296,0.0846959938629473,0.0528892714321035,0.2425261075853796,0.2116190241990821,0.284087002430879,0.0902428127335677,0.0921061370929329,0.1179979218166268
Anastasia_Myskina,1,Anastasia_Myskina,3,0.2339695067078518,0.1806660925375011,0.1967137291490403,0.1671264990378738,0.1614789275228589,0.2310871939126009,0.185586527626287,0.2078700346020509,0.2311092578062145,0.1919184285492247,0.2229306395725731,0.2403698957101573
Marie-Reine_Le_Gougne,1,Marie-Reine_Le_Gougne,2,0.3879139559332416,0.2170525483325391,0.1754258454909898,0.2079624473929769,0.1255106208789889,0.3582968227147644,0.3170242781280319,0.2496397426694907,0.4587167265241059,0.1337518771988129,0.1547696588106518,0.3512250712452126
John_Allen_Muhammad,5,John_Allen_Muhammad,2,0.390726488229119,0.1936104080566566,0.2296686271745438,0.1785178690299106,0.1951729867358861,0.2761199522491249,0.203243957563035,0.2771513924189869,0.5647191180040761,0.1996242109189778,0.2163914575062271,0.3223535221301413
Drew_Barrymore,1,Drew_Barrymore,2,0.2710262375480649,0.1563680540796579,0.2657835141472754,0.1828274782853515,0.2908713142982732,0.3046093465438815,0.1162748801025798,0.2566919830967495,0.19462304173108,0.162928449628288,0.2461349840943283,0.2982103318188664
Magui_Serna,2,Magui_Serna,1,0.2875534391755687,0.2330159186481675,0.166496308646969,0.1888305694041981,0.1023364539418236,0.1979574142235858,0.3458321224090784,0.2537102235324546,0.4223091283751066,0.1792027270542528,0.1501958039807582,0.2452167458824377
Ricardo_Lagos,24,Ricardo_Lagos,3,0.6093316399888824,0.5319702457867003,0.4433349371625315,0.5905990465184464,0.4711616750898789,0.6232577307684258,0.3620472448700567,0.3635442606256395,0.5545069667253635,0.5863442021988493,0.501120719664963,0.6488652603250827
Gunter_Pleuger,1,Gunter_Pleuger,3,0.4135720639321236,0.2914666526580373,0.31708501180747,0.348955482948434,0.3455407186506932,0.4421214409033247,0.2384707464252231,0.3160118624759418,0.4552219180094016,0.2714717356126485,0.2852389218200792,0.3440316092602141
Leland_Chapman,1,Leland_Chapman,2,0.0467289295305495,0.1395129244372295,0.1043953454755917,0.1357815361168854,0.1211767751127658,0.013996666261788,0.1266725986820669,0.0441009181769074,0.079375100289471,0.1580092009080468,0.1475907276713129,0.0443965411219653
Vanessa_Williams,3,Vanessa_Williams,2,0.2923737373271077,0.2147068030390179,0.1672038702415978,0.1920116565446156,0.1314828021787368,0.2758275991336177,0.2285644919658629,0.2282040490152375,0.3656956016492995,0.2277905045434298,0.1438795038168364,0.2329737402090844
Thomas_Bjorn,2,Thomas_Bjorn,1,0.5103470323964457,0.3769674626549288,0.3901493015806678,0.3648944435132761,0.3567277001213872,0.4923913847900107,0.3569635828708705,0.4201367684166545,0.4823794493256258,0.4126076313027629,0.395058553772594,0.5560420040363367
Barbara_Brezigar,1,Barbara_Brezigar,2,0.3708184491423209,0.1394059972171382,0.1355572788365679,0.1594690201317607,0.1654466419343891,0.4103980655278482,0.1096992701882022,0.1237053742056893,0.3033915832623172,0.1427091646503876,0.1159113253260731,0.3911816345548694
Michelle_Collins,2,Michelle_Collins,1,0.1914968430307049,0.288337443577543,0.235645084540702,0.3658873929457047,0.2847052569715341,0.221650626967119,0.3801610133112532,0.3369757286671906,0.3619550182810943,0.0971437527880104,0.0778470880255039,-0.0015054985377697
Jorge_Batlle,2,Jorge_Batlle,1,0.3990038872890062,0.2564462899693078,0.2911682467732561,0.2401186235752253,0.2489384448184835,0.3555589333065997,0.3764340099073517,0.3821752929204099,0.5428069193291749,0.1450276787472237,0.2341366312646159,0.2774431627361065
Luiz_Inacio_Lula_da_Silva,42,Luiz_Inacio_Lula_da_Silva,37,0.3247302148914494,0.158817569507587,0.1309549150425314,0.2076771468445879,0.1553387895934302,0.3361272932166104,0.1388426654135432,0.1603257980935491,0.372154344920259,0.1245109491237223,0.0774795879061956,0.2675854506212261
Ricky_Martin,2,Ricky_Martin,1,0.2430346722144742,0.1848338198029906,0.1825662445448579,0.24015943253067,0.2393977919327063,0.3215615457977211,-0.038988287579713,0.0039303693855654,0.0078447415733026,0.3015984048185962,0.2840405582107963,0.3609131313486303
Mike_Tyson,2,Mike_Tyson,1,0.3342524147411601,0.1817041487567973,0.1774076505622698,0.1368295981902082,0.1511014392892225,0.2616335324057648,0.2572083117695313,0.222851146684463,0.4545584156947472,0.1442937507768644,0.158453887136965,0.2845382852869871
John_Malkovich,1,John_Malkovich,3,0.399441982549971,0.2661111667245913,0.2231966391675286,0.2373320037866995,0.1929635840168564,0.3767891119638113,0.2525350749445709,0.2396843504098769,0.3957817747307561,0.3101648406670538,0.2388605705032179,0.4282469460846277
Corinne_Coman,1,Corinne_Coman,2,0.4200695730068312,0.3165868894119398,0.2404695331579942,0.3228050706147558,0.1707143771056634,0.3726615512805544,0.3840602424803925,0.3326317808560906,0.5162569607922239,0.243233153671311,0.2162556007533433,0.3619314640303478
Biljana_Plavsic,2,Biljana_Plavsic,1,0.4573300426659741,0.2144175829192011,0.2481481182323487,0.2192713039596875,0.235605939441304,0.4862834944520821,0.2194771884024942,0.3097785638314527,0.519106714436183,0.2057585017512364,0.2005452620076479,0.3631291518424474
Michael_Chiklis,3,Michael_Chiklis,5,0.307182783747948,0.144293203430647,0.1534029407202168,0.1378782942664886,0.0910528992088349,0.2421049396984526,0.2028779284300727,0.2601116188973495,0.5086477201538493,0.0953653455922731,0.1134036206329119,0.1831421946252934
Bob_Geldof,2,Bob_Geldof,1,0.1741273056391166,0.1107552776177667,0.1705421695108353,0.0637251101691438,0.1117801174776601,0.1411177768708929,0.1629097807619242,0.224042357984511,0.1588415001914692,0.1138993950422792,0.1771143712831264,0.2211622359809929
Jesse_James_Leija,2,Jesse_James_Leija,1,0.2354249584329387,0.0742163349238224,0.1079774670754098,0.0412938788245352,0.016112001597331,0.1283602359024323,0.1074616228756789,0.1997132158211481,0.3506237113747259,0.0799157635395196,0.1086826109791238,0.2255305510490169
James_Cameron,3,James_Cameron,2,0.26372870095087,0.0934230044241272,0.1396013491449977,0.0720904796358873,0.0637250252889783,0.2075707848248599,0.1696385274586726,0.2447364633163853,0.3685077356087608,0.0462120948356556,0.115594080671173,0.2086149183497486
Martha_Burk,3,Martha_Burk,1,0.4254112576320696,0.3024979979598719,0.2207707906070828,0.3266680896454211,0.2393619003281459,0.4429142706093354,0.2213391444614036,0.1519511606563128,0.3528687447586727,0.3396064459807072,0.2780915226369698,0.4903214805385713
Juan_Ignacio_Chela,1,Juan_Ignacio_Chela,3,0.3331049196122589,0.1805808013273426,0.2351509765927351,0.1316221749860511,0.2009285113325645,0.2827316370141085,0.2714435738709897,0.3119033346616914,0.4522800318690118,0.1344761198833444,0.1986132687256944,0.2577626358663312
Antonio_Trillanes,2,Antonio_Trillanes,3,0.431457774384355,0.3356280625468032,0.2727503402150449,0.2914330032943567,0.199979540327933,0.3634698780628854,0.3755780167487293,0.3179055370138727,0.4750039012783026,0.3406230383319248,0.3011459381943058,0.4594946475609024
Brian_Cowen,2,Brian_Cowen,1,0.4524394450053867,0.4409622786922706,0.4658949134339248,0.3927147858480326,0.3687004646105868,0.3901340251550285,0.6076722852733626,0.6361128093752483,0.6464662541278884,0.3294325512661359,0.3968753416645313,0.3302979400939239
Jon_Gruden,5,Jon_Gruden,1,0.1129030035775755,0.0697689880222696,0.0562025152742129,0.0771920551152987,0.0576221549060172,0.069416541841912,0.1034933449116809,0.0813086686376987,0.1486972750103291,0.0339692499347846,0.0299859977431596,0.1170083317926698
Jay_Leno,2,Jay_Leno,1,0.2338056370314177,0.2001897779198036,0.1747196618424976,0.1404369322632841,0.1074237405323015,0.0925942149031297,0.2228379267759902,0.2377503673583883,0.2520005057174707,0.2362829808163551,0.1830695379958235,0.3441974831326813
Barbara_Walters,3,Barbara_Walters,2,0.2996379530488325,0.2751312887446766,0.2079008394106628,0.2752924700736185,0.2049912194235387,0.324224351601697,0.2014032159708612,0.1585939543802618,0.2012947915471843,0.3425219539096178,0.2592334315417682,0.3645811405979482
Samuel_Waksal,4,Samuel_Waksal,2,0.2410615893039719,0.1695550102505027,0.102560017032781,0.1371091267495815,-0.0032354896125004,0.1596169130460731,0.2518799648088215,0.2014278165143331,0.3042208733220365,0.1230397620878058,0.1040174092018408,0.2539898527466107
Jimmy_Kimmel,1,Jimmy_Kimmel,2,0.2672977832262057,0.2887117752803153,0.2917782560379166,0.2544822295187441,0.2224384700376451,0.203753501784351,0.3145976422203152,0.3888530558927504,0.3256597402288902,0.2997929640207521,0.2749607071078288,0.2831682713364071
