name1,image1,name2,image2,hf_l1_sgpn_gfpgan_l2_gpen_arcface,hf_l1_sgpn_gfpgan_l2_gpen_magface,hf_l1_sgpn_gfpgan_l2_gpen_adaface,hf_l1_gpen_gfpgan_l2_sgpn_magface,hf_l1_gpen_gfpgan_l2_sgpn_adaface,hf_l1_gpen_gfpgan_l2_sgpn_arcface,hf_l1_gpen_sgpn_l2_gfpgan_magface,hf_l1_gpen_sgpn_l2_gfpgan_adaface,hf_l1_gpen_sgpn_l2_gfpgan_arcface,hf_l1_all_l2_gfpgan_magface,hf_l1_all_l2_gfpgan_adaface,hf_l1_all_l2_gfpgan_arcface
Billy_Crystal,6,Billy_Crystal,2,1.8526271170022688,6.456933359927341,6.412252465959858,8.175532075114726,6.071154032957983,4.067141754613307,8.087679659998024,6.256059989358791,3.695666385861603,6.251608949600312,6.284788901677632,3.731886721240779
Juergen_Peters,2,Juergen_Peters,1,0.2510072575918238,2.419049110489951,8.55936828376648,3.289973914099214,7.624130507128424,1.1348255269706715,3.450591179318637,9.790927538686091,0.740392411864204,2.670855085365033,9.881756014252204,0.7317571459421317
Jesse_Harris,3,Jesse_Harris,2,2.074466390377405,5.866811117537162,7.799748992175552,7.68696438198511,6.821833659352091,5.362468201736937,8.542378652238636,8.951265090820877,4.687068649931492,6.423287541885433,9.08736467403731,4.749151221406134
Leonardo_DiCaprio,8,Leonardo_DiCaprio,5,1.1470927844698378,3.193170424525912,5.06043216961975,3.672850261524769,3.798913192474937,4.121332240471357,3.0683282766067297,5.468622489905432,3.500223547189945,3.683633224506025,5.563941515135926,3.769187813758529
John_Snow,1,John_Snow,7,2.784281004039701,8.793055724416886,8.44106537264536,11.21410622386225,7.619879258310233,6.933855743677978,11.576340199407449,9.264921134328706,6.362521168305582,9.05663992863804,9.33867759403162,6.322632544150288
Eric_Hinske,2,Eric_Hinske,1,0.1291621708715167,1.7648205045050154,-0.8166157588777909,2.505063892704027,-0.5207458690830413,0.2850106805488477,2.577574667569676,-0.8186791101006246,0.3305130259813045,1.9517085452322367,-0.8100245501164227,0.2912158520394881
Mark_Cuban,2,Mark_Cuban,1,1.570358868900774,5.072765477028936,4.566967994087381,6.569800934906072,3.979261694452939,3.915391676127303,6.587828470316123,4.775803158338398,3.229255665571477,5.052154550894842,4.6783787676798685,3.269483484427346
Martina_Hingis,3,Martina_Hingis,2,1.2437404175708795,1.8299480013091856,3.3917627487384503,2.017751504053251,3.279428905583898,3.550272076519292,2.1681535112367465,3.5862424844354828,3.335210192301341,1.809644012761097,3.5855034351945463,3.3604825384580868
Fidel_Castro,15,Fidel_Castro,6,0.2882664859510937,2.7250146897497065,2.1478950348207086,4.033951400481477,1.503031531756514,0.6083939342612368,4.067781211678274,2.2997588869920027,0.4611869758332463,3.093711982433802,2.280157706197441,0.426301988986046
Noelle_Bush,1,Noelle_Bush,4,1.5348829900933234,2.226468965749112,3.180786462714931,2.325021273995599,2.424056170032149,2.884349102830547,2.48792771365797,1.5435684872814082,2.319322667053357,1.818814283402947,1.5925860939283245,2.386382966942143
LeBron_James,3,LeBron_James,2,1.9176708687197543,4.405236126158222,3.5885082521220784,5.444832245797476,2.518902639744331,5.190178090935609,6.04290323178994,4.077155245618943,4.677567062221794,4.747985690814046,4.002226386307789,4.548616026474502
Mitoji_Yabunaka,1,Mitoji_Yabunaka,2,-0.0438703073636608,3.0116261395764474,4.814666621060296,3.816091606629138,3.79715614232398,0.1282219858222069,3.586988619891364,3.713899061642515,0.1079260452735866,2.751474794625081,3.713713774280453,0.0615983297498177
George_Ryan,2,George_Ryan,3,1.4757052537842523,2.094239212592516,3.903232410918814,2.6078288451021114,3.0305310584943728,3.649006513686056,2.8245567959217697,3.1882209827809285,3.50667442386392,2.162407208087508,3.2502413227289333,3.6000459548475896
Abdullatif_Sener,1,Abdullatif_Sener,2,0.5330131210535458,2.5680702397332538,4.091127789633488,3.463945811804142,3.454153537411899,1.5831754714212076,3.273161815497157,4.040708367678281,1.3339890067346118,2.462758682803804,4.062340402888708,1.2884089408148869
Dennis_Hastert,2,Dennis_Hastert,4,1.385941013728766,4.737372077285375,4.707447393283262,5.903123546087047,4.252425485455226,3.3910902297547905,6.132439739374967,4.924773350884722,3.0366490935994004,4.795050866102956,5.022854715182604,3.0752059010405817
Martin_McCauley,2,Martin_McCauley,1,1.7156320079581313,4.2535567756702175,7.095498744481926,5.349423147343872,6.285235192000785,3.753340121538552,4.732145048790135,6.248282538963224,3.3064607066257143,3.56870210747114,6.255362708112743,3.342395247097333
Eduard_Shevardnadze,2,Eduard_Shevardnadze,3,2.47499475517924,6.119897226718692,9.803257619758662,7.81995792416121,8.880676939057722,5.955018946613195,7.774098553745888,9.694348147315868,5.066793447620492,5.950790118509607,9.778989759439916,5.139984243202285
Jamie_Villafane,2,Jamie_Villafane,1,1.219282561062649,1.3618624805667865,2.2870061595136666,1.732557826833717,1.9859591373672247,3.3114708161639097,2.110179839372943,2.326178476776146,2.823092470338924,1.6296864470531056,2.265764727258632,2.762313635035151
Valentino_Rossi,4,Valentino_Rossi,6,1.6283098762397716,6.558955142477696,6.8531908737655804,8.408305024809057,6.293859969538859,3.8840823558541366,8.775354964803348,7.244052166581177,3.513857817574926,6.810781484806386,7.1979613861175045,3.5737348640827817
James_Schultz,1,James_Schultz,2,2.7746887778360305,7.562638902415527,8.269132932753477,9.586495621650824,7.449936607381572,6.111608215797864,9.04332205604635,7.068432260258508,4.986119949376745,6.887362163614855,7.017339652711846,5.1548415762697015
David_Kelley,2,David_Kelley,1,1.9106655591894144,6.921874745973684,7.716164541970093,8.61080819062285,6.879658983601981,5.271998750036119,9.656490861340316,8.990235593543545,4.919696333677663,7.42772822568636,8.983124497317348,4.830901636404745
Debra_Brown,1,Debra_Brown,2,1.0387007296633797,-0.8851632794691993,1.4943544620553166,-0.7114701825058354,1.4278681413371983,2.213341257985766,-0.7178376875431955,2.4300529532216912,2.494379816860602,-0.628529915006421,2.4436462926763847,2.763209491966584
Hugh_Grant,4,Hugh_Grant,3,0.921697948681778,1.5587649629943794,1.6333434313334854,1.6069233073920597,0.8567974411870289,1.8924955299551192,1.7153902712897615,0.5432362239600783,1.6247554200881944,1.2502322179153578,0.5529440978625622,1.6289705210858316
Vince_Carter,1,Vince_Carter,2,1.1092476271279534,1.173642727470681,1.045107467295646,1.7248039116577525,0.6657304793364958,3.0013288353660776,1.9492459239753428,1.703932869525412,2.672306091740252,1.324151687599222,1.5254959074405106,2.7926916769098047
Yoko_Ono,2,Yoko_Ono,3,2.608852181093746,5.245917599731932,6.248717121034209,6.935769829880279,5.923898308702642,6.51000082949943,7.414506884344957,7.087120327268128,5.632940836803856,5.720257146867732,7.101113202656639,5.688451840476379
Rod_Stewart,2,Rod_Stewart,3,1.878604543107964,6.536471719420161,8.011590819052563,8.45496556905243,7.256462147036373,5.054526904452601,9.100495729508658,8.81991775651526,4.531797527704789,7.148423579270943,8.923264970341702,4.562175616861103
Bruce_Van_De_Velde,1,Bruce_Van_De_Velde,2,1.692211296034559,4.406326777804416,5.776389603058146,5.891544624518778,5.860088212394317,5.300308059633443,6.579820726413055,7.994456575820429,4.609639808753254,5.134230630467931,7.885110758210168,4.512390273926057
Antonio_Banderas,1,Antonio_Banderas,2,2.093330290790804,6.660480880188889,7.193218865089049,8.475603667639762,6.609668240877285,5.1640658771088255,8.63642083188099,7.424965111932645,4.609302095154908,6.714826445851696,7.423492092658001,4.64896534260081
Scott_Ritter,1,Scott_Ritter,2,3.1502059059634977,9.961795930244154,11.783334579061329,11.953803581419152,9.733765511180676,7.145578218859533,12.394127461020592,10.076816475565211,6.150129374568769,9.66164536228407,10.092084977018716,6.253658695222773
Nora_Bendijo,1,Nora_Bendijo,2,1.0998557634429496,1.6950606882995625,0.1007273883440533,2.6232152261300925,0.6547854879319819,2.498803605646647,2.954577545953536,0.7385285222786284,2.433729164049884,2.076928037644876,0.6822618636896647,2.592311000231222
Rupert_Grint,2,Rupert_Grint,3,3.746346648950736,10.498791147270124,11.57388796531533,13.290780461947016,10.355357833644176,8.865152300840425,13.15231006033639,11.933129243148898,7.731917474131995,10.321194930032233,11.837116964869576,7.879554264540344
Anne_McLellan,3,Anne_McLellan,2,3.612506945718441,9.611470481758912,11.95329713197297,12.101697049182777,10.70234019368437,8.740037524726027,12.479375534104635,13.042945272722694,7.828024515096837,9.871999243734974,13.148417694637732,7.969537404266498
Pervez_Musharraf,13,Pervez_Musharraf,8,0.0434760278110564,1.4519908232546448,1.0317069308885367,1.8179107878092216,1.030782523207742,0.1665148864342089,2.7478508694057853,1.6849376579823638,0.3613290943389993,2.074171646798361,1.7710843231289584,0.4737646269625917
Anastasia_Myskina,1,Anastasia_Myskina,3,0.7068916055235328,2.578685890226082,4.082388539718982,3.276035039397997,3.2846143381346424,1.589100717367085,3.317131865232551,3.780606633231696,1.295773949333991,2.4855337472765098,3.754227538561083,1.299445126497282
Marie-Reine_Le_Gougne,1,Marie-Reine_Le_Gougne,2,1.7764143683240476,2.88096873995459,2.667338341495852,4.273665115138811,2.389224627954386,4.495355408925254,4.396515045197823,3.239665606689201,3.844204538905837,3.3644236914959493,3.242951421568626,3.880798527659144
John_Allen_Muhammad,5,John_Allen_Muhammad,2,1.6927622311652342,2.867264903719905,4.434494978682469,3.624290796224068,3.9012834502931417,4.225018648589313,3.610252386956157,4.614531932466381,4.35996935551659,2.7941287055345856,4.670812415786741,4.377752643545657
Drew_Barrymore,1,Drew_Barrymore,2,0.9980869736703544,1.904864285223287,5.398924024511002,2.429242935146771,5.284951554665183,1.8682391462967705,2.335572683614605,5.059697771021588,1.5504323862037563,1.6968858991541702,5.180996338255339,1.6469991145172185
Magui_Serna,2,Magui_Serna,1,1.0407647648088334,3.5348196700330816,2.476395424608213,4.855106569901477,2.184697818079485,2.7945612941887683,5.050242697858461,3.1252113915120234,2.4618079149987246,3.916312226111549,3.112539744996253,2.5531191026174302
Ricardo_Lagos,24,Ricardo_Lagos,3,3.5582189878328627,11.481617691176329,12.068688304255309,13.431978009442746,11.041835116790391,8.15262035422796,13.582358002766648,10.522347340305188,7.06291118286366,10.83754082101114,10.450766203140535,7.160334194780637
Gunter_Pleuger,1,Gunter_Pleuger,3,1.8885556216111088,5.251122364912989,6.736786321482592,6.6324790649311485,6.673339884701512,4.877527799858433,6.066649965341205,6.488880999179823,3.872507080493084,4.859753581336607,6.638942305971457,3.959330097566395
Leland_Chapman,1,Leland_Chapman,2,-0.7029193586260715,1.5950917931679085,1.5574498815707711,2.0870711801881487,1.1776343849837771,-1.780122522732098,1.9066852953282831,0.6060857745345416,-1.5050651169077114,1.404802100879611,0.5955243882549,-1.526160126149862
Vanessa_Williams,3,Vanessa_Williams,2,0.9890863951687968,3.464829022076245,2.3594762909545826,4.422547964091015,2.1722018043783944,2.6641610752115623,4.340630984644637,2.918765360168966,2.297393094669187,3.358816768883124,2.8939569910767773,2.303256855046661
Thomas_Bjorn,2,Thomas_Bjorn,1,2.836567327747741,7.742588152179859,9.594829665206422,9.720018324288684,8.502631126644998,6.451809011978708,9.55591707557927,9.376822063691884,5.68702245984227,7.3805487706907,9.38338433055132,5.758080874249869
Barbara_Brezigar,1,Barbara_Brezigar,2,1.7417460430208358,1.4752294526251073,1.4672037009845835,1.9298844182716024,1.7117181626088271,3.76746876801117,1.6046271456849128,1.34902149265174,3.173353827695544,1.26404430895614,1.3757220777304724,3.2340323668672872
Michelle_Collins,2,Michelle_Collins,1,-0.0116042686596506,3.225289249650076,2.051899711033496,6.571575122194256,3.822279692558008,0.9705982080175426,5.9776052508812905,4.059436186574738,0.5537256105524277,4.710044390684811,4.121726655486389,0.4897073190787835
Jorge_Batlle,2,Jorge_Batlle,1,1.5909825901443848,3.491028159602474,5.5158104278441975,4.211359732089745,4.898863944773457,4.092834805672492,5.714612982612851,6.446319825350688,4.071097614839459,4.385603217098611,6.525815647241381,4.121520291188521
Luiz_Inacio_Lula_da_Silva,42,Luiz_Inacio_Lula_da_Silva,37,1.2593549046853374,1.7481096048806468,0.7849734189408588,2.5922524693771773,1.3310900831264023,3.286286974964061,2.198412699194649,1.3397423297912892,2.6250678959191425,1.6393470899731342,1.3145883169637511,2.659018577573696
Ricky_Martin,2,Ricky_Martin,1,0.940210476164387,3.2989540834993467,4.914041566583105,2.652679496377025,3.252516603043783,0.7523934276089239,2.396430748001184,2.078631833941532,0.6804771068877367,2.1576460779560835,2.380691111930512,0.8949020901900253
Mike_Tyson,2,Mike_Tyson,1,1.332067798522793,2.204318991971227,2.743831167362868,2.2111753001900496,2.4924936293315234,3.4304683820677395,3.212085214332165,3.080597709325516,3.239392166194077,2.60245257562772,3.0927712325306205,3.2568561802121985
John_Malkovich,1,John_Malkovich,3,1.990931525758847,4.9564865916624985,4.712538499573585,6.068146475721312,3.99770345953204,4.527296596114657,5.987049183915505,4.477757815608603,4.026667261056032,4.666475656427027,4.474523316042598,4.041987390232492
Corinne_Coman,1,Corinne_Coman,2,1.9504692051153447,5.514431767366954,4.595753724543959,6.981970999028427,3.882799987762956,4.704572969235436,7.584782826618304,5.048537919806696,4.351319601196812,5.797422253571666,5.228842285567997,4.449908453218503
Biljana_Plavsic,2,Biljana_Plavsic,1,2.136409946323891,3.3059421194610192,4.427724102791881,4.387025322469329,4.424288854694047,5.623460943340521,4.257414456197911,5.034956791424333,4.574861884746998,3.238182555150573,5.04530992675532,4.658917246797461
Michael_Chiklis,3,Michael_Chiklis,5,1.1653357148893324,1.16577347428809,1.6996727159006864,1.920034599268683,1.6018236247035826,3.2438484192056523,2.213828360273321,2.645494632220992,2.624106970358364,1.5604872732747692,2.68665870136784,2.7307536949407987
Bob_Geldof,2,Bob_Geldof,1,0.3251804265371856,0.7439275391199796,2.95894603561803,0.9826688381766266,2.287475003792691,0.4702711337011029,1.2257718126343269,3.1211267937548803,0.569136970686404,0.8851167720535691,3.158982382083176,0.5263980332678289
Jesse_James_Leija,2,Jesse_James_Leija,1,0.6836249551120002,-0.1629783606493526,0.9663720521065344,-0.1706786119382326,0.2035018780042321,1.700666525213375,0.0279232976560197,1.555311033452741,1.84252056424936,-0.0848770668113858,1.6067099743766358,1.8565389673384505
James_Cameron,3,James_Cameron,2,0.792831261447734,-0.0262292728902013,1.5121754524580764,0.3697262777717589,1.1965163754213206,2.0717621105403827,0.551313573244208,2.5422631032549465,1.9960446193506336,0.3373206334048029,2.4609758526019583,2.032092608453462
Martha_Burk,3,Martha_Burk,1,2.30276117233437,5.694851022534278,5.397834230301241,6.869815895992625,4.754967951509213,5.069403813682643,6.860757690011559,3.991055632833277,4.121543739996536,5.332823862788196,3.98410295907867,4.206884772682892
Juan_Ignacio_Chela,1,Juan_Ignacio_Chela,3,1.2467919131370246,2.15150463414042,4.196510679345744,2.367625822195924,4.129114643847009,3.293992644966422,3.1688201143063486,5.012950894703575,3.117777678486895,2.588053995728328,4.909289807350123,3.127727544108529
Antonio_Trillanes,2,Antonio_Trillanes,3,2.2321402420657184,6.451217554928457,6.413174737111934,8.008650985453583,5.156635723335615,5.131120540264725,8.110504927249991,6.17455750216782,4.811954672168364,6.443559191227191,6.251556308527303,4.80353264761508
Brian_Cowen,2,Brian_Cowen,1,2.0510899251455053,8.127972270732092,10.637143455174844,11.034973946338605,9.731452735771128,5.9138479144123375,11.941576425725335,12.265877661217203,5.187548672319865,9.17053924420244,12.191312337606554,5.135889807398151
Jon_Gruden,5,Jon_Gruden,1,-0.1966008406033383,-0.4670358473321596,-1.0424162241809003,-0.2513726078233329,-0.6910654535872842,-0.6481353204314719,-0.3567103620022003,-0.684961673999062,-0.4127532519956074,-0.3850551136721671,-0.6867905724905092,-0.4201179293425701
Jay_Leno,2,Jay_Leno,1,0.5613632590014075,3.1344193998219247,3.1210858520336022,3.8328416267137966,2.371663293126118,1.6992259515183674,3.760799206589307,3.459428424826408,1.932322461572584,3.1117039492983385,3.402511963137136,1.9845342051569337
Barbara_Walters,3,Barbara_Walters,2,1.2811819566346945,5.349381942320624,4.852130491190833,6.274426567594585,3.845449911169736,2.465400735546882,6.261742079212664,3.789617253673848,2.140425486021212,4.783753933527803,3.789514445969579,2.1836357105449307
Samuel_Waksal,4,Samuel_Waksal,2,0.7709258642926384,1.947129799188589,0.8138500361667602,2.534245251116956,-0.0887027410900183,1.7176913866216743,2.8783183771424854,1.1682199881225257,1.7020268545432686,2.262660712036093,1.451712621669386,1.7770057621731357
Jimmy_Kimmel,1,Jimmy_Kimmel,2,0.9739595398408372,5.3112220965952375,6.269844227787466,6.635986037848154,5.720221319542469,2.3720127228864394,6.699299005226684,6.941915448359662,2.4378089415054567,5.249569645060291,6.85914336781303,2.258068029369618
Arantxa_Sanchez-Vicario,1,Arantxa_Sanchez-Vicario,2,1.247860291626822,3.573105619863297,3.610343950471511,3.705558035905105,2.7736830498808764,3.3109340079582825,4.515452373284115,4.365120967118363,3.102166734579109,4.002523414152263,4.465661889392683,3.213529525196455
Mel_Gibson,1,Mel_Gibson,2,0.3835977478334194,2.271003324169007,4.673964019684291,2.419892002082584,5.185314021065071,0.8386103754051533,2.363636086695018,5.049133585947866,0.3519091131639316,1.9169704372978007,5.139667081592924,0.3652522400250801
Kenneth_Branagh,2,Kenneth_Branagh,1,0.1891363167686202,3.2429238944710144,2.0975142614355886,4.7068136406252,2.1267729023677617,0.0405670843564691,4.329187258145276,1.63287829159523,-0.083324090664036,3.1816264534012872,1.5694514678885998,-0.0790087298504014
