name1,image1,name2,image2,ff_sgpn_gfp_gan_magface,ff_gpen_gfp_gan_magface,ff_gpen_sgpn_magface,ff_all_magface,ff_sgpn_gfp_gan_adaface,ff_gpen_gfp_gan_adaface,ff_gpen_sgpn_adaface,ff_all_adaface,ff_sgpn_gfp_gan_arcface,ff_gpen_gfp_gan_arcface,ff_gpen_sgpn_arcface,ff_all_arcface
Jeffrey_Immelt,2,Jeffrey_Immelt,1,0.4533873132538802,0.3713118015147912,0.4543902267977417,0.4283891966390968,0.3905172247583005,0.3545807291587743,0.4373972647988012,0.3941149292090388,0.5513031558948234,0.5059069811217715,0.5386690846286807,0.5310781209285027
Hun_Sen,2,Hun_Sen,1,0.1437899365745793,0.0876164680129543,0.1621533368064582,0.1344964839690867,0.1475083046670129,0.1453056760581385,0.1107425960488305,0.1336659046162956,0.2945973149737044,0.1874114500974019,0.2896649135794081,0.2594445797185721
Matt_Doherty,2,Matt_Doherty,1,0.1724220236462536,0.2496834032836788,0.1955486922127082,0.2041346990596551,0.1213265924985683,0.1748693620696082,0.1398416663706952,0.1451131346040368,0.2236962085268692,0.2852641681921943,0.1634637113147309,0.2244989604435238
Michael_Jordan,1,Michael_Jordan,4,0.0653622373447064,0.1863561194678476,0.0832481137259146,0.1089074726519638,0.0709045139530149,0.1805759150701548,0.079214514378125,0.1083933135369706,0.0764928037209678,0.29154783953605,0.0946075588761708,0.1535303658954711
Steve_Lavin,6,Steve_Lavin,3,0.1350797250257952,0.2115876305180328,0.1386784179605441,0.1560112770654084,0.1804502940981912,0.215518937513279,0.1699024168370695,0.1882458390533615,0.2707184190262898,0.4718927090481673,0.3568824746234018,0.3682706216944222
JK_Rowling,6,JK_Rowling,1,0.0378385346867343,0.0007971106334865,0.0145041207626713,0.0174830992080345,0.0690200027273193,0.0488865414833586,0.0848772820423501,0.068295244091007,0.297503987982014,0.2515977605565583,0.2771631732528098,0.2750721088007632
Joseph_Ralston,1,Joseph_Ralston,2,0.2596919115002736,0.3119492243189166,0.2562009334667899,0.2700389752816675,0.3386531426407619,0.5378187457934138,0.3503426354835035,0.4071843727480789,0.4815115186853404,0.5607346529139166,0.4133478600752112,0.4861842204433626
Ricky_Barnes,2,Ricky_Barnes,1,0.0966468737882441,0.0618489515407363,0.0538807761344138,0.0707500103414809,0.1422996000318781,0.0149925601256078,0.0344321166678375,0.0625698907635805,0.2881527901617092,0.2606053858835716,0.2269996521939843,0.258183004126041
Faye_Dunaway,2,Faye_Dunaway,3,0.2462383461516198,0.3552149502407752,0.1598650162634,0.2488724727373169,0.2538468773922888,0.4379401715942247,0.1923786875571905,0.291737086189611,0.1998567110336838,0.5923990125746299,0.2244959941963401,0.3306473226558881
Derek_Jeter,4,Derek_Jeter,2,0.1166815508436081,0.1876183760431389,0.1381652840230251,0.1450046824923635,0.1988661199665972,0.2738268697775728,0.1048199140815419,0.1932679274067878,0.178734329644894,0.3181537687136294,0.1337595334476711,0.2106411794299712
Joschka_Fischer,12,Joschka_Fischer,4,0.3223773871402735,0.3926932727955151,0.3645548995886528,0.3571500722627938,0.3412992945592133,0.4093293197101051,0.3130199360943431,0.3536571241442606,0.4184027931347993,0.5074231265988267,0.427396124239209,0.4498606879269736
Aaron_Sorkin,1,Aaron_Sorkin,2,0.2509055212839999,0.1557443212110662,0.1824241986155612,0.197724273270814,0.3122962756912963,0.2280795233641039,0.2017710392347804,0.2462389325544368,0.4132142418947622,0.3404562964823976,0.3659003952547442,0.3735327038961346
Billy_Crystal,6,Billy_Crystal,2,0.3596271166910646,0.3461312891122822,0.3344201485042042,0.3458093479312308,0.2916334778611603,0.3212334051585789,0.3073278857321789,0.3065616420945169,0.4990873351622729,0.4443751815485693,0.419405714881892,0.4542103097683483
Juergen_Peters,2,Juergen_Peters,1,0.1687340498804238,0.2675294179484818,0.1231994918572267,0.1806359978801681,0.3259464818433509,0.5355684827529716,0.2971995535238466,0.3871162362736902,0.1519566642879271,0.3532980305852233,0.2055655299833033,0.2314288133292519
Jesse_Harris,3,Jesse_Harris,2,0.2743034946574672,0.453322537805753,0.2682447085581219,0.3283630691377177,0.3042856144458007,0.5008403461136378,0.2874782476713577,0.3669617166544593,0.4322152784227895,0.590014816165996,0.4093046076475893,0.4739430605109747
Leonardo_DiCaprio,8,Leonardo_DiCaprio,5,0.3085042411545221,0.3735952902048374,0.0510022661650138,0.251668006050293,0.2814167653347156,0.3596599959995585,0.1430283297271262,0.2602656998287706,0.4322152244066157,0.5205986441121652,0.1035641558590101,0.3548919117501862
John_Snow,1,John_Snow,7,0.4421213773977988,0.5479481805620642,0.4293403259553054,0.4716769883947364,0.3629635795316685,0.4960372298130695,0.3494309410258557,0.4035376144508987,0.5659932686929686,0.6797819836109822,0.5394852210949568,0.5950078485325199
Eric_Hinske,2,Eric_Hinske,1,0.1725502659031902,0.2382480296146336,0.1647531771080987,0.1898823831059543,0.085304000447415,0.0898654616466909,0.1034556359422503,0.0930097746470997,0.2695394180139175,0.3135448018793541,0.2262165289383688,0.2696474666714137
Mark_Cuban,2,Mark_Cuban,1,0.3278444735663566,0.3383102508067761,0.2924644909590132,0.3177869160593172,0.2668644163085369,0.2962522271081935,0.2230679844779068,0.2605443051825687,0.3969069905789963,0.4416656525983087,0.3993751487865908,0.4116919955307174
Martina_Hingis,3,Martina_Hingis,2,0.1832125658779868,0.2320148359501227,0.1172422443469615,0.1779827304288435,0.1754201321213473,0.2432080676554769,0.1883809790369406,0.2026686150146944,0.2287422328629898,0.511694756044078,0.3425851701331705,0.3658145381877748
Fidel_Castro,15,Fidel_Castro,6,0.1633931646453113,0.2910166564404673,0.2050008007983698,0.217753513306275,0.166219019443255,0.185973796881402,0.0978411101020094,0.1492922334005185,0.2316228502574475,0.20362770104347,0.2138224739675223,0.2156141583926878
Noelle_Bush,1,Noelle_Bush,4,0.2639261661784349,0.0768550165691214,0.2516525885211082,0.206841594000981,0.2165822370280986,0.0371575574617644,0.1970480561505257,0.1530549911576093,0.3952844263215276,0.1426549678126528,0.4156791976379128,0.3233792816184848
LeBron_James,3,LeBron_James,2,0.2350396940894206,0.3853692745306908,0.1696306952035344,0.2598085419739744,0.2049755359231459,0.2841835548952789,0.0942662120801312,0.1935965606696971,0.3484197120418268,0.5412805127058967,0.2976418906148839,0.3908270731005077
Mitoji_Yabunaka,1,Mitoji_Yabunaka,2,0.2679674311954491,0.2567594981932304,0.2370001244238934,0.2532781456145559,0.2866163821758083,0.2087968513985978,0.2196994679738895,0.2383603860195162,0.178297146107753,0.3014154192504357,0.1996745523419025,0.2277561326183175
George_Ryan,2,George_Ryan,3,0.2626530127751724,0.1633257569100154,0.1537996342232738,0.1963221239160889,0.2580582613717083,0.188270314062475,0.1715677197055335,0.2069250921905094,0.4803017370707228,0.3766710216554159,0.3172514309366142,0.3980138650004565
Abdullatif_Sener,1,Abdullatif_Sener,2,0.2246353546442124,0.2374166815217002,0.2354648865905155,0.2315775773893116,0.2410215845117501,0.2712135213998464,0.1841991998065522,0.2323055857803482,0.2525017997831203,0.3564737590166441,0.2441762846326434,0.2828136217870267
Dennis_Hastert,2,Dennis_Hastert,4,0.2968173579821705,0.3399466879060191,0.2914647898335374,0.310312967060764,0.2516847392319388,0.325188320979337,0.2312435484449066,0.2688859348604804,0.3781580386557858,0.4659987333414991,0.3454973571631317,0.3972439758578905
Martin_McCauley,2,Martin_McCauley,1,0.3469531584573657,0.1854961121999981,0.3110727357188309,0.2826548777492869,0.3636150528931071,0.2946971339340424,0.3289246357344706,0.3293202920546894,0.4898675829072968,0.3975040326621863,0.4417822205100398,0.443878770243981
Eduard_Shevardnadze,2,Eduard_Shevardnadze,3,0.3896854431131666,0.359778239703817,0.3087056509756496,0.3492475445433596,0.4019807979627666,0.4612335929090227,0.3905433296357108,0.4181715764332818,0.5241535612123991,0.5903306955366442,0.5439129372488238,0.5522096037524811
Jamie_Villafane,2,Jamie_Villafane,1,0.1468070001989401,0.2304023423320604,0.1506161369572892,0.1767833636858021,0.168758328358111,0.1818666437615274,0.1458829845491478,0.1645603503741636,0.322745360119168,0.4231385166313399,0.3153657584030951,0.3499456513461152
Valentino_Rossi,4,Valentino_Rossi,6,0.3548773183429605,0.4533179295062817,0.3226994779603999,0.3734637568104786,0.3023294506939307,0.3785603101149241,0.2762043237793352,0.3164605310020822,0.3751780172199351,0.4142221470556049,0.3087227134547842,0.3652747598742828
James_Schultz,1,James_Schultz,2,0.4534523314465847,0.2982726852691508,0.4418923934769259,0.3998383305543371,0.3848232438007365,0.2749079484881176,0.3963601894096491,0.3530518424712143,0.6131046913075451,0.5153897707107384,0.6642664827791769,0.5994631108846071
David_Kelley,2,David_Kelley,1,0.3446172910449993,0.491951109052084,0.2701259090424864,0.3641875008944964,0.3214908658030748,0.516329361824248,0.2564065061936399,0.3608487831430984,0.3846552234621876,0.6303580112257382,0.3770674946098063,0.4608357045631416
Debra_Brown,1,Debra_Brown,2,0.0384227264329096,0.2217509188660436,0.0643013467967133,0.0989165140728808,0.1272020020659992,0.2545426086965886,0.1250875665551768,0.1696005953502948,0.3140967627295095,0.4831904449453104,0.1750852761184679,0.3307415417927234
Hugh_Grant,4,Hugh_Grant,3,0.2121603052575794,0.1075660348917763,0.1560254455402432,0.1613249411362135,0.1759226660131339,0.0790113192242703,0.0812252565165001,0.1101446820401381,0.3752538844484149,0.3192392284086356,0.3411328615644277,0.3454569172274984
Vince_Carter,1,Vince_Carter,2,0.1685932135310882,0.1618526390094848,0.0948954973885396,0.1393364029441778,0.1370449588642876,0.2030319736270197,0.0507826497276997,0.1270231870906868,0.3228804462982299,0.3118490200314227,0.1666073052419564,0.2699823212406794
Yoko_Ono,2,Yoko_Ono,3,0.2747557020090512,0.4361735882537276,0.2835462299601783,0.3298548481499965,0.2824672461241323,0.4202177946232108,0.2926454935808029,0.331948161980192,0.4636720958436379,0.5635663885469839,0.4734388871327005,0.4993098459326227
Rod_Stewart,2,Rod_Stewart,3,0.338647756585369,0.5639694958409577,0.3298383593108568,0.4086042320725025,0.3274864036517269,0.5008116573258412,0.2871840759017595,0.372272252482127,0.3929429246427027,0.6321952681613641,0.3716068394736731,0.4651785510037792
Bruce_Van_De_Velde,1,Bruce_Van_De_Velde,2,0.2355164868781371,0.4355775812192393,0.2742798907170546,0.3136648851882777,0.2447387717444339,0.5231664882338686,0.244864811485968,0.3323673407095972,0.3711130215898475,0.6874779704217333,0.4274892038357112,0.4921005071926319
Antonio_Banderas,1,Antonio_Banderas,2,0.363043880594789,0.408060844406005,0.3293344687789409,0.3651469443758802,0.3108910867132506,0.3827828429020859,0.3005230092418461,0.3306894451025279,0.4548421315984672,0.5600568239847494,0.433690142639008,0.4831342026332449
Scott_Ritter,1,Scott_Ritter,2,0.5515966466518852,0.4448738635945213,0.5040456878511497,0.5066713070769652,0.5172034313347325,0.3774694426876064,0.3907816351397069,0.4272629307596634,0.651369026716863,0.5660154329155116,0.6047955823148972,0.607808645427857
Nora_Bendijo,1,Nora_Bendijo,2,0.1450212123058666,0.2447479340653068,0.2311594977813926,0.2080456583829614,0.0603311533305328,0.1485798026667936,0.1312088836577606,0.1133952780617261,0.2286191047730063,0.3726974659312954,0.2160967560681698,0.2744935728603869
Rupert_Grint,2,Rupert_Grint,3,0.5263722612865371,0.5283820553659875,0.4889205162395035,0.5143954480627091,0.4663969794707664,0.5485970342080072,0.4129634562469338,0.4740793631049122,0.6862407727185139,0.689153804431696,0.6498666601540428,0.6750908884969478
Anne_McLellan,3,Anne_McLellan,2,0.4938683664734292,0.6197771410257823,0.4275057333676259,0.5106693427077831,0.4440429657486591,0.6599356720195617,0.4019014220532838,0.5016401684141404,0.615131754394602,0.7388197634116743,0.5991252871850684,0.6528088398325065
Pervez_Musharraf,13,Pervez_Musharraf,8,0.1654828319104046,0.3090210277257804,0.2212580448564349,0.2337053577421302,0.1249263562005349,0.2443337353355998,0.1067515584551268,0.1582571555990147,0.2207824102101515,0.3832616939030263,0.1770570571370952,0.263166607916595
Anastasia_Myskina,1,Anastasia_Myskina,3,0.2118493167750156,0.2242994493132133,0.1869271564840684,0.2063505799700299,0.228339741014763,0.2259138433244639,0.1668728278987097,0.2063288561635672,0.2219785494840962,0.2305238738132322,0.2410683085959875,0.2309638479486443
Marie-Reine_Le_Gougne,1,Marie-Reine_Le_Gougne,2,0.1926474363067535,0.3561895273157444,0.2394635177448914,0.259979963298491,0.1892727023539613,0.2718282655807228,0.1572736283210586,0.2048407987455167,0.335502062574137,0.4486666987223555,0.349852282876936,0.3764087923810613
John_Allen_Muhammad,5,John_Allen_Muhammad,2,0.2063991809694518,0.2165379120432585,0.1804783205002946,0.2010213662913417,0.2183368097671691,0.2859888483424925,0.2006775218092032,0.2352058482004189,0.3016149288417064,0.5499914984174221,0.2463837159162168,0.368891491079352
Drew_Barrymore,1,Drew_Barrymore,2,0.159707226757009,0.1256650675772172,0.1637709829323209,0.1510242306772776,0.2423121165290908,0.2602188782008655,0.2853247522649684,0.2636093523693715,0.2678812924680809,0.2040128248452752,0.2709858919396019,0.2500153561694121
Magui_Serna,2,Magui_Serna,1,0.2172086124442341,0.3854227596950367,0.2252791123608445,0.2710615101089448,0.1639835931798602,0.2659033019606236,0.1131983775022338,0.1788664692710128,0.2577785937251711,0.4214100866975407,0.2243697250181423,0.2990189479797581
Ricardo_Lagos,24,Ricardo_Lagos,3,0.5943102583694815,0.3917082889642311,0.6004284102474987,0.5450978380532466,0.5071945316070448,0.3735884084999396,0.4747141731790005,0.4498068749276154,0.6521138813718402,0.5631994929572703,0.6321124790028376,0.6163630396712197
Gunter_Pleuger,1,Gunter_Pleuger,3,0.2535405488920333,0.2483842288018211,0.3425612758023453,0.2852459932860263,0.2857431346214119,0.326808335939552,0.3526273405236908,0.3233242732946808,0.3870406096211247,0.5027378764064951,0.4901708673992272,0.4604362563792831
Leland_Chapman,1,Leland_Chapman,2,0.1335114938109333,0.0853475043629256,0.0913079421201571,0.1028798968161035,0.1478277844773316,0.0475770442410146,0.1216753876409568,0.1057327394468768,0.0406303422182918,0.0934712175878225,0.0254427947237418,0.0539229426575946
Vanessa_Williams,3,Vanessa_Williams,2,0.2812936767340994,0.2889902823387643,0.246092280656746,0.2709040390959846,0.1790141146827158,0.2616782785405823,0.1588762458289356,0.1992636596549471,0.2429282714810862,0.3592042104859262,0.262334098112684,0.2884202116516434
Thomas_Bjorn,2,Thomas_Bjorn,1,0.4394352814406435,0.4018843478748334,0.3800104039218427,0.4055036530932481,0.4164167511558582,0.4518928877215349,0.3755730209084008,0.4144201410885532,0.5875125913667525,0.5243777887263212,0.5166869979662282,0.5430227718292575
Barbara_Brezigar,1,Barbara_Brezigar,2,0.1755400211500211,0.1566249841453316,0.1752171771938157,0.1696993423431666,0.1530657871855772,0.1668537477410384,0.1821680171827815,0.1674819579900099,0.3877892022510739,0.2993764452692747,0.4090175970594722,0.3681240926299534
Michelle_Collins,2,Michelle_Collins,1,0.1192817330575091,0.3900300179426713,0.3710872413035555,0.2986143664876564,0.0637101385682114,0.3165985472907441,0.2770298114658913,0.2212948592198751,-0.0943892945042639,0.3020244844217994,0.1842600310605143,0.1293952521805928
Jorge_Batlle,2,Jorge_Batlle,1,0.1963297428477345,0.4208572201736602,0.2810044484503897,0.3018006702994691,0.2557156594678226,0.3979492116660512,0.2640891084728869,0.3085796562174723,0.325160513964958,0.5927836645710387,0.416011831651271,0.4533859923143453
Luiz_Inacio_Lula_da_Silva,42,Luiz_Inacio_Lula_da_Silva,37,0.1455797832720059,0.1706646297756063,0.2232091767972877,0.1810682046214443,0.1100130572300167,0.176030679592141,0.1838566718501411,0.1564469465601742,0.3396506704319037,0.4544076476445231,0.403072895001222,0.3991899617704019
Ricky_Martin,2,Ricky_Martin,1,0.3073986280160275,0.0239242025642746,0.2620936675754216,0.2100449135614306,0.2859046097305111,0.0326912811342637,0.2567541792785847,0.1971737708677502,0.4208149352607173,0.1402051084722864,0.3919445900666646,0.325584384495904
Mike_Tyson,2,Mike_Tyson,1,0.1791636367496618,0.2916061866495037,0.148044680994232,0.2092066531771477,0.1593798152962073,0.2333875226095027,0.1461295494879735,0.1798440535553153,0.2872249505801984,0.4749419393770299,0.2436617760203645,0.3384330451502108
John_Malkovich,1,John_Malkovich,3,0.3474510947122471,0.2838684917228269,0.2767078683111004,0.3023089501358679,0.2567740954229294,0.2489277248771399,0.2164327770267328,0.2401263603958031,0.4764911882974149,0.4310095714006049,0.420533459932717,0.4420783726500316
Corinne_Coman,1,Corinne_Coman,2,0.2515120557194961,0.4072463180027242,0.3384622628969853,0.333318114477987,0.2250465847308376,0.3530907468358445,0.1821067295863884,0.2546128300676388,0.3118191482573206,0.4801038392578103,0.3314217221514183,0.3778242969442441
Biljana_Plavsic,2,Biljana_Plavsic,1,0.2688181462597651,0.2724457733780173,0.276286218747529,0.2721605096799139,0.2431097345786047,0.3317893097561639,0.2645931655800825,0.2790551580041655,0.3956804643714663,0.5184620316303787,0.5027879863741278,0.471857864802489
Michael_Chiklis,3,Michael_Chiklis,5,0.1368524729001465,0.2489139421002033,0.1708515482489244,0.1840728416485954,0.1364435481504541,0.2925559564106568,0.1163224785537962,0.1809238052363559,0.2752162797291222,0.6023955284590782,0.3497800258008239,0.409403589562563
Bob_Geldof,2,Bob_Geldof,1,0.1024673217938631,0.146677189699459,0.0408171395434437,0.0937447598611614,0.1932715852698907,0.2289280286472773,0.1206964410523826,0.1804634700904487,0.2532868141801969,0.2184184741541897,0.1842816494371586,0.2185086394888003
Jesse_James_Leija,2,Jesse_James_Leija,1,0.1422036726111571,0.1619893324945977,0.0995360985721787,0.1325993465526574,0.1325907936168922,0.2176262582409658,0.0475632183764133,0.1321968266415894,0.2659607371806892,0.3722020926021734,0.1728563887134344,0.2700303565026763
James_Cameron,3,James_Cameron,2,0.1327833601884709,0.2557981078534234,0.1510837327062695,0.1774759625313223,0.1483945183794543,0.2716457057614749,0.0902870534234367,0.1685156928994728,0.3257382821846395,0.4598428820782806,0.2932604073222389,0.3626899856539545
Martha_Burk,3,Martha_Burk,1,0.3462515953122591,0.225277363761303,0.3248129258476939,0.3053225314842989,0.2881955700877441,0.1691451946633376,0.2541560122107064,0.2348252566497056,0.4657416305116708,0.3585033743700553,0.4338293541265487,0.4157424700002241
Juan_Ignacio_Chela,1,Juan_Ignacio_Chela,3,0.1891792056235256,0.3065901571851877,0.1711295043411721,0.2231586908381301,0.2168261583992405,0.3445158788807607,0.2112268526047287,0.2560493649577,0.3047297226525829,0.4783976391748967,0.3116950937338453,0.3660262055630446
Antonio_Trillanes,2,Antonio_Trillanes,3,0.374553609979397,0.4103683860001997,0.3244575870866618,0.3696286948726515,0.3195558539327464,0.332256395438302,0.2229855850846081,0.291277105913287,0.4710587796097538,0.4929535804523586,0.3806412851127371,0.4473459866854096
Brian_Cowen,2,Brian_Cowen,1,0.3424679301567016,0.617239767650874,0.4072435900324324,0.4535412884505017,0.4080999537075025,0.6349661783398978,0.3716978078595279,0.4695033969520692,0.3927296142003116,0.6923654518781721,0.4417929357934904,0.5080253320586251
Jon_Gruden,5,Jon_Gruden,1,0.084330482278487,0.1531972558189069,0.11457560937037,0.1152825453737015,0.0721736959283754,0.1213880435025167,0.0969319930101665,0.0967262586009916,0.2427316051577275,0.2447493004775089,0.182463292497837,0.2239096848783769
Jay_Leno,2,Jay_Leno,1,0.2828657340129953,0.2580565275781186,0.1699380945966337,0.2378047416361527,0.2123672755256715,0.2542015546616274,0.1215319818329978,0.1948153691070258,0.431870067301408,0.3733152002100264,0.1810838787065557,0.3325219654797179
Barbara_Walters,3,Barbara_Walters,2,0.368312934937999,0.2359000238627896,0.2956958082676734,0.3012660373946535,0.2930316437398594,0.1975401594894577,0.2330687518177425,0.241303593622875,0.3491974622593748,0.1782265520885702,0.3030979118939806,0.2799525667627937
Samuel_Waksal,4,Samuel_Waksal,2,0.1241324315744797,0.246406587054537,0.1276545793782294,0.1646053456385251,0.1122234633618612,0.20999508791989,0.0065166570039212,0.1113945174874701,0.2626360308546841,0.3180525572103798,0.1902030258300941,0.257947420079924
Jimmy_Kimmel,1,Jimmy_Kimmel,2,0.3525755439966899,0.3675774779054911,0.2951151197724199,0.3376414774859685,0.304151449427513,0.4128594779838224,0.2424459088866675,0.3165476532456737,0.3925810181789504,0.4385310281228579,0.3083884409846357,0.376996362348891
