name1,image1,name2,image2,arcface,magface,adaface,arcface_gfpgan,magface_gfpgan,adaface_gfpgan,arcface_gpen,magface_gpen,adaface_gpen
Benjamin_Netanyahu,1,Benjamin_Netanyahu,4,0.7990196327891289,0.7560930761867615,0.7381720596975071,0.8111325305161741,0.7145683250999401,0.7181480843659109,0.7790666620188541,0.7134832680670259,0.7003716233994374
Benjamin_Netanyahu,4,Benjamin_Netanyahu,5,0.713805027388179,0.7254576875763104,0.6904508614865144,0.6562051086111321,0.4947773474440811,0.6820209983707471,0.5948250743022233,0.5372909625495694,0.6514155626005154
Bernard_Law,2,Bernard_Law,3,0.6607602125773696,0.6514026518766384,0.5668580691239307,0.6887890656441263,0.6298766124989391,0.6336081164182559,0.7248038963977063,0.60814865962386,0.6128236493751408
Bernard_Law,3,Bernard_Law,4,0.8012183944930594,0.7582106518040714,0.688748181190765,0.8126366587786413,0.7219079605751849,0.7315342203873639,0.7958543907506844,0.7142708986030694,0.7311616970963015
Bertrand_Bonello,1,Bertrand_Bonello,2,0.8056510156051616,0.7097977226083424,0.6576865265842359,0.7203248818749342,0.5757742131267811,0.6146385357739579,0.7808746804663299,0.6999349943978203,0.6304828896249971
Bill_Frist,2,Bill_Frist,9,0.763966693860787,0.7001036313933832,0.6852567897194127,0.2808968031584061,0.338105817562734,0.4857441467593304,0.3038815309013268,0.2784604943667005,0.4918927978212571
Bill_Frist,4,Bill_Frist,5,0.6258039709170519,0.6875348921920262,0.635431050167226,0.1702721226659944,0.1455046498665801,0.3916990209408964,0.2104995186173718,0.167814402713824,0.3893874440460096
Bob_Graham,2,Bob_Graham,4,0.6153490782986147,0.5885141314455447,0.557123425832055,0.598973231675943,0.5240150960813434,0.56678220010264,0.5752448096402104,0.5943419824390996,0.5205657035245519
Bob_Graham,3,Bob_Graham,6,0.6632221999040139,0.6625748397490812,0.6440615709780622,0.6277040671028938,0.6281716136123474,0.6407164158538278,0.5277745406723325,0.6571827667904029,0.60452225273992
Bob_Graham,4,Bob_Graham,6,0.5785939887556019,0.6246234561863558,0.5625383734048031,0.5965473621330899,0.4888854531286769,0.6126119080439992,0.5338736180192655,0.5783167588978799,0.5665960274309018
Bob_Graham,5,Bob_Graham,6,0.6728596850291049,0.6239227402337995,0.574950982130089,0.6493421200742093,0.5670014568097056,0.6097121061225914,0.6401455095240179,0.614111809169945,0.6017494774972659
Boris_Becker,2,Boris_Becker,6,0.7124002435441201,0.6987451212182791,0.6039135506646979,0.77649627343587,0.5303983455747457,0.6403588185971233,0.6692999085256057,0.5569653958186537,0.5924501876296616
Brad_Johnson,1,Brad_Johnson,3,0.670808556637061,0.7164908169935196,0.5791866648222083,0.7030916750819903,0.4249242074697277,0.627222936397314,0.6506713480019298,0.6313314072829279,0.4646509729031289
Brad_Johnson,2,Brad_Johnson,3,0.7966259729286214,0.8260046960580893,0.7337928936925353,0.7444518088602523,0.6936922187813765,0.7063699570274224,0.7237091466804938,0.7136136466757638,0.6151882793858825
Brad_Johnson,2,Brad_Johnson,4,0.6531544795449588,0.5514608009489351,0.5488706785137053,0.7069461772809452,0.5015484584600849,0.5557685088173021,0.7258136546321903,0.6309169653350013,0.4784810392963467
Brian_Griese,1,Brian_Griese,2,0.8301949740587626,0.8122729275451006,0.7081487247297501,0.7711793135341284,0.6552129151795109,0.6590372070043496,0.7798792556190122,0.7268320587825946,0.7126007770229073
Candice_Bergen,1,Candice_Bergen,2,0.7172135943912367,0.7167813728900416,0.644288453675412,0.55378091716372,0.4661186212013416,0.5396027594816549,0.583428414393476,0.5780506118768296,0.5983322720464725
Candice_Bergen,2,Candice_Bergen,3,0.7675738800963922,0.7105036051951823,0.665789696244485,0.6611663361450982,0.5648671402737737,0.5940035983701549,0.7708982807141919,0.6960000056810172,0.5983297727823772
Carla_Myers,1,Carla_Myers,2,0.7607074863449884,0.6696778521766082,0.5185787409517282,0.6969719477492549,0.6171752354764309,0.5103816281261013,0.7097325825783103,0.4817458457505392,0.4908595892872123
Cathy_Freeman,1,Cathy_Freeman,2,0.6741660537950526,0.6795168372022455,0.6054470168673917,0.5646907571362446,0.5430410086374521,0.5868923374147659,0.4877784531974087,0.5809709392017343,0.5859997193933684
Chang_Dae-whan,1,Chang_Dae-whan,2,0.7869223762321473,0.7059426164881482,0.7179173089972705,0.6840245432903985,0.6083372008344947,0.6740094865080527,0.5951557452215628,0.6305420651516119,0.6666260273532677
Charles_Grassley,1,Charles_Grassley,2,0.8081297899688535,0.6623362276469007,0.6552988597189827,0.377443722698582,0.2384436917273461,0.1436163592050481,0.7697411581817779,0.6118710471678539,0.6331383143977604
Clare_Short,1,Clare_Short,3,0.7006554941915759,0.5942290994337542,0.6187030310932042,0.6653774556203439,0.5611519171627279,0.5845688877924815,0.684884349326449,0.640232754883812,0.6191316923093532
Clare_Short,1,Clare_Short,4,0.6151906631871888,0.6265419701987537,0.6108877076934387,0.6879631142198501,0.6487216649643293,0.5933573320816744,0.6727194490131057,0.6366412022697161,0.540384465850706
Corinne_Coman,1,Corinne_Coman,2,0.9030156266986736,0.7491020491055594,0.7670646795376803,0.7931179651766188,0.683545324637072,0.7574037221542945,0.765038514748346,0.6888555089199571,0.7688891222296669
Dai_Bachtiar,1,Dai_Bachtiar,2,0.7970852494435173,0.7602586096577502,0.6847253454412675,0.7824749774169916,0.6272349057105675,0.677394653553111,0.6915507031616397,0.7009457864249293,0.6441545257875544
Dale_Earnhardt_Jr,1,Dale_Earnhardt_Jr,3,0.6025260809895597,0.4834186827542521,0.4562156753487172,0.601198147052902,0.435714378882664,0.4751496915163626,0.440458955076643,0.3854103964174483,0.4741870559064597
David_Caruso,1,David_Caruso,2,0.7173484213368385,0.7383548116590637,0.6420634828802791,0.741001812749598,0.5873747812395044,0.5729070155127002,0.7108158831712942,0.6021643744196741,0.5769162663700653
Demi_Moore,1,Demi_Moore,3,0.7090325161831847,0.5944025695634115,0.4436378881829208,0.4721526232095781,0.2721733696941796,0.4167617632702049,0.7473424724900732,0.5000516046355014,0.4462495837898211
Dick_Vermeil,1,Dick_Vermeil,2,0.5660058310972902,0.6230614424732152,0.4521268232073976,0.5418241980006281,0.5395245510471294,0.4723893758396444,0.5367886932003773,0.466580831775774,0.3917410519404927
Doris_Roberts,1,Doris_Roberts,2,0.7756218634833209,0.7453898794392219,0.6922488478894896,0.7091388197910284,0.64728393036932,0.6849314786429564,0.7207928245535427,0.7377042206935416,0.6236120903128225
Doris_Roberts,1,Doris_Roberts,3,0.7938734915842006,0.6523507550916883,0.6722045950367236,0.7519137851974715,0.7147848445371143,0.6287514137835043,0.7413291989466598,0.6026289569688134,0.613634552304814
Drew_Barrymore,1,Drew_Barrymore,2,0.5898321124712361,0.5153615222167847,0.4088705324307841,0.3156169418757709,0.1089294948740654,0.2469923301178932,0.3414391461806418,0.1162863949870423,0.2864548682451291
Edmund_Stoiber,4,Edmund_Stoiber,7,0.7840260655788391,0.6879107195260146,0.6104207443254503,0.7390584395992711,0.627964379065346,0.6119887051221383,0.2000504840750479,0.2406070618438823,0.2970030571964719
Edmund_Stoiber,5,Edmund_Stoiber,7,0.7401770215064053,0.6246982993155932,0.572210935362414,0.6647801445407526,0.5990454956119038,0.5106722945011424,0.2882260156120254,0.2403435592674533,0.272807560437922
Edmund_Stoiber,7,Edmund_Stoiber,12,0.655034403133638,0.5603879111090094,0.4613999539054217,0.681842803957689,0.5242878223965076,0.4461420299808595,0.0950353834859761,0.2001329557608727,0.1898435023074358
Edmund_Stoiber,9,Edmund_Stoiber,11,0.7114273160805328,0.7670310412556938,0.6989276534833344,0.7429412528716007,0.7357071118648293,0.6895813886137186,0.6192053372757629,0.6965976096657304,0.6917935053209519
Elinor_Caplan,1,Elinor_Caplan,2,0.827613109885414,0.7526379773884554,0.7641417956787011,0.6607200917005943,0.3962970518112127,0.6273650394425063,0.7072740666529606,0.408282595320274,0.643136922971573
Emmanuelle_Beart,1,Emmanuelle_Beart,2,0.7650949851067478,0.7372465075291458,0.6789045577850427,0.7129565899533263,0.6692138782833945,0.6751078797018945,0.7057908940823369,0.6893513534320741,0.5947654414857437
Emmanuelle_Beart,1,Emmanuelle_Beart,3,0.9196214286588764,0.891600804206797,0.8667216784882484,0.9073109939369778,0.8389083801479317,0.8281658737652496,0.9460125860024016,0.8677693476685762,0.7895966058106957
Federico_Trillo,1,Federico_Trillo,2,0.5944387915045806,0.6210061001424088,0.5638282196360163,0.4513530986900914,0.3776059652901355,0.4367323563568862,0.3646422148220803,0.4151818154071735,0.5423530962148334
Federico_Trillo,1,Federico_Trillo,3,0.5662705087497304,0.5934821504761272,0.5490515356062691,0.3587166750682626,0.3991012028519112,0.4265132064611749,0.2158621667288805,0.3293901357875357,0.4574169676917747
Federico_Trillo,2,Federico_Trillo,3,0.8628681705560168,0.8527182511120741,0.8418018181388273,0.7435927595222307,0.638342813941257,0.7032267897141274,0.7661909414684198,0.5740359853774885,0.6764256529618624
Francis_Ford_Coppola,1,Francis_Ford_Coppola,2,0.704192883226004,0.7332998537195186,0.625276103525438,0.714415913422777,0.6197431479976733,0.5569611610463902,0.6127145239950827,0.6514663877723651,0.5991130339561885
Fred_Thompson,1,Fred_Thompson,2,0.7006325842435572,0.6757712600091469,0.6400343299352412,0.7105469810870599,0.6852073975121898,0.6314212239759419,0.6999682859376557,0.6447580395240422,0.5778265889630743
Fred_Thompson,1,Fred_Thompson,3,0.7141921970615047,0.6208689460493367,0.6594241531326808,0.7354613801635548,0.6133984926908003,0.6637493128726007,0.7496851248601962,0.6072288073434907,0.617928984918517
Fred_Thompson,2,Fred_Thompson,3,0.7411753623773596,0.7625614357265964,0.6910522159464728,0.7404888269306126,0.6891334750859085,0.6867941960952445,0.7891057369932982,0.7653729500663482,0.742330088514973
Garry_Trudeau,1,Garry_Trudeau,2,0.7569139350210619,0.7761880478432547,0.6610299976410563,0.642468842909782,0.6637885711249272,0.6052495269190904,0.5799004237941615,0.6612343979961687,0.6404256989232596
Gary_Williams,1,Gary_Williams,2,0.7066260005929333,0.6803642568628206,0.6411302475616676,0.6906050541861025,0.6172653789120646,0.6289162607613621,0.6892664479982585,0.5838982048599726,0.5767000113145012
Gene_Robinson,1,Gene_Robinson,2,0.6847771739924312,0.6883802244394653,0.6650118965384194,0.7049549199592352,0.6681139220254454,0.6537985309525529,0.7122428656476945,0.6411552002613019,0.6315087029341023
Gene_Robinson,1,Gene_Robinson,3,0.6437211172218172,0.6552092245376031,0.6119952858282641,0.0470875275211901,-0.01760465875406,-0.0032640264847657,0.6078382917268321,0.5553760553798402,0.5447048732533497
Gene_Robinson,2,Gene_Robinson,3,0.6433129609942084,0.5775465189888653,0.5978070730723342,-0.0149080218374727,0.0559487195294377,0.004547344841214,0.6092586810354922,0.5132471461385393,0.5853577475091778
George_Galloway,1,George_Galloway,3,0.7058008399251646,0.6596239268254476,0.5430088396561175,0.6609979981365508,0.4428703251829782,0.5898788413841073,0.5991348017387298,0.531734418526361,0.5109862377839907
George_Galloway,2,George_Galloway,3,0.890464317601758,0.8694639908278765,0.8497541754145257,0.8683151423808291,0.7994184340423354,0.8376628035128362,0.8240265694857497,0.8500062109830594,0.8587724840164346
George_Galloway,2,George_Galloway,4,0.6189072650541187,0.5368532428886998,0.5521182332125347,0.5706422995592693,0.5388605206040731,0.5376912526110688,0.4947365507935823,0.5370235955364823,0.558901842766084
Geraldine_Chaplin,1,Geraldine_Chaplin,2,0.8101423968317235,0.7860044112704127,0.7676151759476615,0.3247483331271824,0.234807884721398,0.2095038447194096,0.0386045364286095,0.1673500237112875,-0.0026541927182858
Geraldine_Chaplin,1,Geraldine_Chaplin,4,0.802822690960299,0.730164821428707,0.6928605970200598,0.6720540905345036,0.5554812593903011,0.4448691323271067,0.5588174168574559,0.5492812798838271,0.3818894699903412
Geraldine_Chaplin,3,Geraldine_Chaplin,4,0.915092104775612,0.8730436806428616,0.8346502603955237,0.5152256260621596,0.479284599676983,0.4813365968135709,0.3907483145743916,0.5303432293874926,0.4270428949497079
Gerardo_Gambala,1,Gerardo_Gambala,2,0.778395990333353,0.7372578609586423,0.6797605630363661,0.3916502664720262,0.1102235892893995,0.1905980848657893,0.4525356956013497,0.151728775004886,0.184612434710031
Gian_Marco,1,Gian_Marco,2,0.7094925872229066,0.7115724663779628,0.6658586628215811,0.6995084028248013,0.6709473739657383,0.6337160058020151,0.6797865688013678,0.6829228751689944,0.6768350879176365
Gian_Marco,2,Gian_Marco,3,0.6968047629602715,0.6344597723923545,0.5910686665776764,0.6428173746801238,0.5892783895089507,0.5652325672165479,0.6969304511050477,0.6013803678314324,0.5598087644685098
Gillian_Anderson,1,Gillian_Anderson,2,0.6250169847168547,0.5181130711983022,0.4730784838291201,0.5529792179524344,0.3576135116930373,0.458239402440902,0.5801956600228104,0.4478536086490754,0.5309832076935485
Gordon_Brown,6,Gordon_Brown,9,0.73000318663211,0.7636832248299427,0.6673618444499531,0.6550656454686202,0.6545449338924902,0.6788100484690804,0.7412113590109151,0.7047558311610086,0.6903978633167825
Gordon_Brown,10,Gordon_Brown,13,0.7997524557243819,0.7573420088237215,0.7356809468278964,0.6432977886188288,0.564067685741518,0.5911800470571675,0.6087486535148054,0.6297522796234671,0.6469741523296297
Grant_Hackett,1,Grant_Hackett,2,0.8651246705850255,0.851960320751932,0.7945324827603499,0.7274481139879618,0.641255992341921,0.68716644548927,0.7801444471539092,0.744378109360815,0.7598047930790764
Grant_Hackett,1,Grant_Hackett,3,0.9013034653790134,0.8477389694138201,0.8339785602622742,0.7966928033927451,0.694317719487141,0.7236213749257002,0.828424401514143,0.7121907579123307,0.7972280879502515
Grant_Hackett,1,Grant_Hackett,5,0.7857530318951026,0.7987696752786101,0.7505283435475657,0.6354952395516003,0.4720648240544687,0.6482390015009448,0.7412719129767132,0.640756749412696,0.6757137750562524
Gray_Davis,7,Gray_Davis,22,0.8103558321334786,0.7481066676749735,0.7012301019994065,0.7537979477183129,0.5452343217110568,0.6736493528485614,0.7613480726976917,0.6924372351049715,0.6425083665055552
Gray_Davis,21,Gray_Davis,26,0.8237457590056225,0.706848477022853,0.6351415686034527,0.2467897249578756,0.1205977362862879,0.2342796074855112,0.2006827967292529,0.1257031192487872,0.320953087654301
Gregg_Popovich,1,Gregg_Popovich,5,0.7468185404558306,0.6756203796102751,0.6487859290119689,0.7850725738473395,0.5598164974436333,0.5410218622495804,0.7226526349953559,0.5668136912374723,0.5900717301150149
Gregg_Popovich,3,Gregg_Popovich,4,0.6235223134926463,0.6247542552346144,0.59492262895482,0.6960870667371936,0.5669089783184782,0.5845517106259119,0.6470739944880906,0.6300492674016546,0.612474057928293
Guy_Ritchie,1,Guy_Ritchie,2,0.6440755864177076,0.5920690339874595,0.5706972606252373,0.520895346871528,0.3646672886434518,0.3922312577672108,0.5318653857526741,0.3654399187452525,0.440762232153052
Hamzah_Haz,1,Hamzah_Haz,2,0.6740811825699153,0.7497436613462662,0.7150667353309553,0.7287292142772014,0.6193068323783649,0.7040736132271734,0.6962787767955104,0.6585300245327864,0.6732422362987555
Harbhajan_Singh,1,Harbhajan_Singh,2,0.7136136246751822,0.7612497675137018,0.6432153133000549,0.6777343957499319,0.6421560150416797,0.5882636906639417,0.6815657726567722,0.6727324520969545,0.6092555002476976
Hootie_Johnson,1,Hootie_Johnson,2,0.5734266273770161,0.4885070832840357,0.4954739492602862,0.6589040579600007,0.514830109389633,0.508313914345561,0.64143507756091,0.4709894848449099,0.5109292953735004
Hugo_Chavez,2,Hugo_Chavez,27,0.6878557910783616,0.6728169833448127,0.6068291455510335,0.6380315244533169,0.610573724255232,0.5553168418113212,0.6335344050589584,0.6197453167815865,0.6151478220777556
Hugo_Chavez,27,Hugo_Chavez,53,0.7610713310669668,0.679253378473075,0.5654363372946098,0.73284110148747,0.6120229115235082,0.548629024696253,0.7300950328189637,0.6049140278154443,0.5578371078865781
Hugo_Chavez,36,Hugo_Chavez,51,0.7678776963886396,0.7609263417435843,0.7245459307991433,0.763291389818887,0.6850319595602045,0.7462803067033555,0.7782851802676892,0.6892350742886202,0.6977026779729874
Hugo_Chavez,41,Hugo_Chavez,50,0.7794893815247284,0.7475822126753506,0.7177802223139259,0.8030653376275354,0.6740546587102992,0.7202229469816978,0.7326588776196641,0.7022486054412429,0.6502785739777204
Hugo_Chavez,45,Hugo_Chavez,56,0.8146647758731717,0.7185125707992699,0.6586732722903995,0.8404283497994234,0.7291535146285212,0.6593030805558758,0.8347342325421713,0.6956693384084198,0.6331389349398031
Isaiah_Washington,1,Isaiah_Washington,2,0.4407118508835856,0.457458832863199,0.3912412930851556,0.2605637039534924,0.1759573895425297,0.2711417724465696,0.1804612278227713,-0.0897438850234725,0.075358422680796
Jack_Grubman,1,Jack_Grubman,2,0.8864476482996495,0.8446196034649973,0.8386230945294211,0.7892263162623065,0.691400411486964,0.794577725077885,0.7923700474416272,0.6887066660370779,0.7717372661814509
Jacques_Rogge,1,Jacques_Rogge,9,0.7244284239099221,0.7485977326732134,0.6498833649183985,0.7622696839306403,0.6461128112286526,0.6686250728625934,0.7382799681116106,0.6963164257811294,0.6415463937650363
Jacques_Rogge,3,Jacques_Rogge,7,0.7899879979276558,0.7441669460870814,0.7176006725648886,0.7823833005756194,0.6184267842081169,0.6274775592635117,0.7591832189008362,0.6126457337865343,0.6393107457970897
Jacques_Rogge,3,Jacques_Rogge,10,0.8043767415618829,0.7886915618282545,0.7528315954953042,0.773983307318362,0.655485895244752,0.7030303953485654,0.7395864487568846,0.6744815461264287,0.6515176583848448
Jacques_Rogge,4,Jacques_Rogge,6,0.7377740837700406,0.7648507053380603,0.6983476544024099,0.7911255899004229,0.7106100477329723,0.6904701443996881,0.7673713938081728,0.734163074886986,0.6902338764107553
Jacques_Rogge,4,Jacques_Rogge,9,0.7329717468801774,0.7756732414046763,0.6968818291568413,0.7256966737874996,0.6276511374477959,0.7008243883751409,0.6698279155524084,0.6826185420952905,0.6283636416784378
Jacques_Rogge,5,Jacques_Rogge,8,0.6737981582596723,0.7188537067943087,0.6364205808219344,0.5190133446124602,0.5272541026800649,0.621473976039656,0.5829013255796938,0.6258471810515891,0.5539812882105645
Jacques_Rogge,6,Jacques_Rogge,8,0.5944899359317544,0.664580200170732,0.5845612948019914,0.7608296879587343,0.6426437989718827,0.5982370409048491,0.6712269350653043,0.6151757865301833,0.5748442104094915
James_Caan,1,James_Caan,2,0.8504786769060552,0.7812175470792412,0.726543795627455,0.8234256553240218,0.6502138295603841,0.7052212198539802,0.7308828118152141,0.635237112448014,0.636867169595391
James_Caan,1,James_Caan,3,0.8318780678964536,0.7595529463933122,0.6587627318194705,0.6929459485287879,0.6062668136835544,0.6269032484703839,0.6585686165239865,0.6090749040741036,0.5997697053404552
James_Caan,2,James_Caan,3,0.8768351233669439,0.8005144345665959,0.7483980444682136,0.7518057187517373,0.6737407153287427,0.6734205259566222,0.6420250916024078,0.6479190131647886,0.6997630383240347
James_Jones,1,James_Jones,2,0.6866540586797364,0.613742222541534,0.6103508870717872,0.6035229285740052,0.3430722316793879,0.4731489603594357,0.6454312706895371,0.4776728807719499,0.5207504038752702
Jamling_Norgay,1,Jamling_Norgay,2,0.831365382741287,0.7670010351090498,0.6771889731389755,0.8012273593303759,0.7508943892167139,0.6928521929585801,0.785236030157083,0.7447164346024745,0.668333923385633
Janica_Kostelic,1,Janica_Kostelic,2,0.0965672608429428,0.1860698851181252,0.1636464180222806,0.1749138275979026,0.2774424275593978,0.1740060960937473,-0.1304393998282349,0.1383079631159225,0.2342979190873687
Jeanne_Moreau,1,Jeanne_Moreau,2,0.7641395896542198,0.7449862196193047,0.6997324172580796,0.6932330806889261,0.6110083794216702,0.6304673895243963,0.7532660667356347,0.6830293873249126,0.6723991415955246
Jeffrey_Archer,1,Jeffrey_Archer,2,0.7967172987148167,0.7522982094572244,0.7049937340251817,0.740496591255483,0.7188508427551946,0.6807451340808985,0.6996693894081658,0.6702131126899465,0.5734919802813214
Jennifer_Garner,1,Jennifer_Garner,3,0.7155494767777395,0.5065910519045443,0.5603499970741708,0.5728230324003168,0.3979549977382968,0.4122395244253447,0.7198772975340635,0.5202014383302322,0.5155184074420183
Jennifer_Garner,4,Jennifer_Garner,9,0.7703074226663341,0.7578675695090134,0.7425061263321884,0.563899476699635,0.5724771619911935,0.6146852959901254,0.6755432537216159,0.612492211314885,0.6542001428435231
Jennifer_Garner,5,Jennifer_Garner,6,0.6963800859843687,0.7089236031238794,0.5983356659899725,0.6709685712925256,0.5461497139828093,0.5720704893206319,0.6943966145669096,0.5804854452546635,0.560586338571828
Jennifer_Garner,5,Jennifer_Garner,9,0.8025046433541236,0.7140371569273659,0.7298632546051825,0.7114229609891817,0.6815385848606983,0.7113583719174569,0.7702770789434195,0.7138651050822176,0.6773753604772165
Jennifer_Garner,7,Jennifer_Garner,12,0.7452833240125052,0.7660857176802154,0.6905918879950322,0.6445654601761874,0.6384910942531499,0.6131115512777787,0.6674876720476928,0.6566087855242574,0.6115686948899629
Jennifer_Garner,8,Jennifer_Garner,11,0.6646857436439135,0.5983742884975655,0.577098709643489,0.6293825826083193,0.5330936111343014,0.4481637363141762,0.5880001924746775,0.499226462154217,0.4574382633158855
Jeremy_Greenstock,2,Jeremy_Greenstock,24,0.5944383721261959,0.6631310152125776,0.6114147807727285,0.6374661552221228,0.5681860631124191,0.6190803057239957,0.580985621667856,0.5178836602296039,0.5052996038123553
Jeremy_Greenstock,3,Jeremy_Greenstock,22,0.6057417775848806,0.5447685342977027,0.450019011399454,0.5893339558912607,0.3951516461720668,0.5198994349517972,0.5184033580992319,0.4045193997063216,0.4219396121116302
Jeremy_Greenstock,5,Jeremy_Greenstock,11,0.5882470079305031,0.6085461447316615,0.5591526073440789,0.6054911752234535,0.5510925250499555,0.5089568584061143,0.3653807632525951,0.1869902601747299,0.1798673411918492
Jeremy_Greenstock,10,Jeremy_Greenstock,14,0.6368876122581806,0.6519901063792348,0.6097722315450874,0.6672990899716649,0.5783887592005807,0.603675397565616,0.6198446221723656,0.5302840069122696,0.5558213700781344
Jeremy_Greenstock,17,Jeremy_Greenstock,21,0.7551804830098939,0.6646048828127039,0.7514385995608409,0.7644445968008493,0.6571154156582462,0.7096561593257565,0.7810816686448718,0.728058763872538,0.7499126701096541
Jessica_Lange,1,Jessica_Lange,2,0.667295251163541,0.5872488591901505,0.5926283257003561,0.593462859653901,0.5270633519264333,0.535757732025089,0.5947969393718144,0.6055891239824676,0.5566056585811034
Jimmy_Carter,1,Jimmy_Carter,7,0.8145937301307529,0.7715420869812029,0.7271888625763173,0.8106767741540691,0.7196004343677862,0.6975375970420052,0.7544658714037046,0.7285239428198217,0.7086960260020934
Jimmy_Carter,4,Jimmy_Carter,6,0.8484377944071178,0.8061125106424988,0.7766185077735879,0.7800178219336265,0.6681790736502845,0.6696516592171473,0.857686344084769,0.7384022243979583,0.7765369750402589
Jimmy_Carter,5,Jimmy_Carter,8,0.7965262340764652,0.797058892700523,0.7303414334935495,0.7629118098556031,0.6707212802041014,0.7682817730635555,0.7474328175865937,0.7176318684276536,0.7451082301912391
Jimmy_Carter,6,Jimmy_Carter,7,0.7980558081531635,0.7611873832569341,0.677544004832982,0.7845891367038902,0.6591675967710259,0.6232373392309777,0.7235022925470269,0.6598140649480326,0.6121895606636005
Jodie_Foster,1,Jodie_Foster,2,0.6687869416697637,0.5298958883381393,0.4981770632817067,0.5813340011660906,0.3703935763851573,0.4567633242574731,0.5993637071081529,0.3840651534099478,0.3448449728062751
John_Manley,1,John_Manley,6,0.6101109795830411,0.5018173748155837,0.3967829588957247,0.6036334463763074,0.4715396715406553,0.4698858909160726,0.6019598722313786,0.4835803568641706,0.4385246986080315
John_Manley,2,John_Manley,5,0.8246601892619339,0.796025822177381,0.7512874449559019,0.7917339111272821,0.6791821435672101,0.6994630208237675,0.7767804232231901,0.6405700746581514,0.6558800679667712
